,20091231,20100129,20100226,20100331,20100430,20100531,20100630,20100730,20100831,20100930,20101029,20101130,20101231,20110131,20110228,20110331,20110429,20110531,20110630,20110729,20110831,20110930,20111031,20111130,20111230,20120131,20120229,20120330,20120427,20120531,20120629,20120731,20120831,20120928,20121031,20121130,20121231,20130131,20130228,20130329,20130426,20130531,20130628,20130731,20130830,20130930,20131031,20131129,20131231,20140130,20140228,20140331,20140430,20140530,20140630,20140731,20140829,20140930,20141031,20141128,20141231,20150130,20150227,20150331,20150430,20150529,20150630,20150731,20150831,20150930,20151030,20151130,20151231,20160129,20160229,20160331,20160429,20160531,20160630,20160729,20160831,20160930,20161031,20161130,20161230,20170126,20170228,20170331,20170428,20170531,20170630,20170731,20170831,20170929,20171031,20171130,20171229,20180131,20180228,20180330,20180427,20180531,20180629,20180731,20180831,20180928,20181031,20181130,20181228,20190131_x,20190228_x,20190329_x,20190430_x,20190531_x,20190628_x,20190731_x,20190830_x,20190930_x,20191031_x,20191129_x,20191231_x,20200123_x,20200228_x,20200331_x,20200430_x,20190131_y,20190228_y,20190329_y,20190430_y,20190531_y,20190628_y,20190731_y,20190830_y,20190930_y,20191031_y,20191129_y,20191231_y,20200123_y,20200228_y,20200331_y,20200430_y,20200508
000011.SZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000012.SZ,12184000.0,12184000.0,12184000.0,12184000.0,,,,,,,,,,,,,,64523313.0,64523313.0,64523313.0,64523313.0,64523313.0,46049187.0,46049187.0,46049187.0,46049187.0,46049187.0,46049187.0,139708638.0,139708638.0,139708638.0,139708638.0,139708638.0,61185500.0,61185500.0,61185500.0,61185500.0,61185500.0,61185500.0,61185500.0,61185500.0,162830000.0,162830000.0,162830000.0,162830000.0,78002898.0,78002898.0,78002898.0,78002898.0,78002898.0,78002898.0,78002898.0,179879478.0,179879478.0,179879478.0,179879478.0,179879478.0,94805902.0,94805902.0,94805902.0,94805902.0,94805902.0,94805902.0,94805902.0,208137482.0,208137482.0,208137482.0,208137482.0,208137482.0,130265531.0,130265531.0,130265531.0,130265531.0,130265531.0,130265531.0,130265531.0,239933028.0,239933028.0,239933028.0,239933028.0,239933028.0,239933028.0,171627628.0,171627628.0,171627628.0,171627628.0,171627628.0,171627628.0,341553966.0,341553966.0,341553966.0,341553966.0,341553966.0,166809377.0,166809377.0,166809377.0,166809377.0,166809377.0,166809377.0,166809377.0,368237629.0,368237629.0,368237629.0,368237629.0,368237629.0,185844867.0,185844867.0,185844867.0,185844867.0,185844867.0,185844867.0,185844867.0,381711070.0,381711070.0,381711070.0,381711070.0,381711070.0,174276136.0,174276136.0,174276136.0,174276136.0,174276136.0,174276136.0,174276136.0,440884641.0,,,,,,,,,,,,,,,,,
000014.SZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000016.SZ,,,,,,,,,,,,,,,,,,159116738.9,159116738.9,159116738.9,159116738.9,159116738.9,74459950.67,74459950.67,74459950.67,74459950.67,74459950.67,74459950.67,169709157.8,169709157.8,169709157.8,169709157.8,169709157.8,,,,,,,,,207195763.1,207195763.1,207195763.1,207195763.1,101602125.0,101602125.0,101602125.0,101602125.0,101602125.0,101602125.0,101602125.0,229737325.1,229737325.1,229737325.1,229737325.1,229737325.1,104169480.3,104169480.3,104169480.3,104169480.3,104169480.3,104169480.3,104169480.3,219000000.0,219000000.0,219000000.0,219000000.0,219000000.0,104617216.1,104617216.1,104617216.1,104617216.1,104617216.1,104617216.1,104617216.1,229397281.2,229397281.2,229397281.2,229397281.2,229397281.2,229397281.2,88336972.44,88336972.44,88336972.44,88336972.44,88336972.44,88336972.44,191650648.4,191650648.4,191650648.4,191650648.4,191650648.4,96753027.87,96753027.87,96753027.87,96753027.87,96753027.87,96753027.87,96753027.87,329676982.5,329676982.5,329676982.5,329676982.5,329676982.5,137008896.8,137008896.8,137008896.8,137008896.8,137008896.8,137008896.8,137008896.8,396460145.2,396460145.2,396460145.2,396460145.2,396460145.2,157210338.9,157210338.9,157210338.9,157210338.9,157210338.9,157210338.9,157210338.9,500600102.2,,,,,,,,,,,,,,,,,
000017.SZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,652852.33,652852.33,652852.33,652852.33,652852.33,,,,,,,,919349.81,919349.81,919349.81,919349.81,919349.81,,,,,,,,894440.42,894440.42,894440.42,894440.42,894440.42,,,,,,,,2753277.72,,,,,,,,,,,,,,,,,
000019.SZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18300400.0,18300400.0,18300400.0,18300400.0,,,,,,,,13642400.0,13642400.0,13642400.0,13642400.0,13642400.0,,,,,,,,22009500.0,22009500.0,22009500.0,22009500.0,22009500.0,,,,,,,,8627337.51,8627337.51,8627337.51,8627337.51,8627337.51,8627337.51,1442268.22,1442268.22,1442268.22,1442268.22,1442268.22,1442268.22,7770753.76,7770753.76,7770753.76,7770753.76,7770753.76,1162154.46,1162154.46,1162154.46,1162154.46,1162154.46,1162154.46,1162154.46,8769959.88,8769959.88,8769959.88,8769959.88,8769959.88,1308711.37,1308711.37,1308711.37,1308711.37,1308711.37,1308711.37,1308711.37,10979464.64,10979464.64,10979464.64,10979464.64,10979464.64,4211474.91,4211474.91,4211474.91,4211474.91,4211474.91,4211474.91,4211474.91,38855259.05,,,,,,,,,,,,,,,,,
000020.SZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3726992.86,3726992.86,3726992.86,3726992.86,3726992.86,3726992.86,3726992.86,6649163.02,,,,,,,,,,,,,,,,,
000021.SZ,,,,,,,,,,,,,,,,,,49973995.5,49973995.5,49973995.5,49973995.5,49973995.5,32125250.86,32125250.86,32125250.86,32125250.86,32125250.86,32125250.86,78560886.07,78560886.07,78560886.07,78560886.07,78560886.07,37556848.22,37556848.22,37556848.22,37556848.22,37556848.22,37556848.22,37556848.22,37556848.22,148988176.4,148988176.4,148988176.4,148988176.4,74752395.92,74752395.92,74752395.92,74752395.92,74752395.92,74752395.92,74752395.92,149104181.1,149104181.1,149104181.1,149104181.1,149104181.1,78095635.24,78095635.24,78095635.24,78095635.24,78095635.24,78095635.24,78095635.24,150530395.1,150530395.1,150530395.1,150530395.1,150530395.1,78956806.57,78956806.57,78956806.57,78956806.57,78956806.57,78956806.57,78956806.57,168168750.9,168168750.9,168168750.9,168168750.9,168168750.9,168168750.9,76465538.38,76465538.38,76465538.38,76465538.38,76465538.38,76465538.38,166857240.9,166857240.9,166857240.9,166857240.9,166857240.9,69541691.31,69541691.31,69541691.31,69541691.31,69541691.31,69541691.31,69541691.31,159080570.2,159080570.2,159080570.2,159080570.2,159080570.2,85846631.41,85846631.41,85846631.41,85846631.41,85846631.41,85846631.41,85846631.41,199815960.8,199815960.8,199815960.8,199815960.8,199815960.8,150584419.6,150584419.6,150584419.6,150584419.6,150584419.6,150584419.6,150584419.6,208160094.4,,,,,,,,,,,,,,,,,
000023.SZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000025.SZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000026.SZ,4244225.01,4244225.01,4244225.01,4244225.01,1631580.55,1631580.55,1631580.55,1631580.55,1631580.55,1631580.55,6024669.14,6024669.14,6024669.14,6024669.14,6024669.14,6024669.14,6024669.14,11565415.01,11565415.01,11565415.01,11565415.01,11565415.01,7497115.16,7497115.16,7497115.16,7497115.16,7497115.16,7497115.16,23826052.18,23826052.18,23826052.18,23826052.18,23826052.18,6326203.26,6326203.26,6326203.26,6326203.26,6326203.26,6326203.26,6326203.26,6326203.26,31219000.0,31219000.0,31219000.0,31219000.0,6620694.71,6620694.71,6620694.71,6620694.71,6620694.71,6620694.71,6620694.71,37191000.0,37191000.0,37191000.0,37191000.0,37191000.0,11886999.88,11886999.88,11886999.88,11886999.88,11886999.88,11886999.88,11886999.88,49559500.0,49559500.0,49559500.0,49559500.0,49559500.0,18788221.52,18788221.52,18788221.52,18788221.52,18788221.52,18788221.52,18788221.52,37481362.43,37481362.43,37481362.43,37481362.43,37481362.43,37481362.43,18483969.94,18483969.94,18483969.94,18483969.94,18483969.94,18483969.94,41757819.7,41757819.7,41757819.7,41757819.7,41757819.7,21944615.09,21944615.09,21944615.09,21944615.09,21944615.09,21944615.09,21944615.09,49453899.35,49453899.35,49453899.35,49453899.35,49453899.35,21285926.02,21285926.02,21285926.02,21285926.02,21285926.02,21285926.02,21285926.02,47350342.82,47350342.82,47350342.82,47350342.82,47350342.82,19526410.93,19526410.93,19526410.93,19526410.93,19526410.93,19526410.93,19526410.93,45057740.25,,,,,,,,,,,,,,,,,
000027.SZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11731834.11,11731834.11,11731834.11,11731834.11,4231383.61,4231383.61,4231383.61,4231383.61,4231383.61,4231383.61,4231383.61,18601488.03,18601488.03,18601488.03,18601488.03,18601488.03,7365791.23,7365791.23,7365791.23,7365791.23,7365791.23,7365791.23,7365791.23,22629007.32,22629007.32,22629007.32,22629007.32,22629007.32,9990939.8,9990939.8,9990939.8,9990939.8,9990939.8,9990939.8,9990939.8,32912969.18,32912969.18,32912969.18,32912969.18,32912969.18,32912969.18,9065141.31,9065141.31,9065141.31,9065141.31,9065141.31,9065141.31,45667140.59,45667140.59,45667140.59,45667140.59,45667140.59,22028466.21,22028466.21,22028466.21,22028466.21,22028466.21,22028466.21,22028466.21,17532562.35,17532562.35,17532562.35,17532562.35,17532562.35,16808490.99,16808490.99,16808490.99,16808490.99,16808490.99,16808490.99,16808490.99,163453325.2,163453325.2,163453325.2,163453325.2,163453325.2,73160414.19,73160414.19,73160414.19,73160414.19,73160414.19,73160414.19,73160414.19,208831436.4,,,,,,,,,,,,,,,,,
000028.SZ,6935896.46,6935896.46,6935896.46,6935896.46,,,,,,,24766067.19,24766067.19,24766067.19,24766067.19,24766067.19,24766067.19,24766067.19,57685900.0,57685900.0,57685900.0,57685900.0,57685900.0,27706175.1,27706175.1,27706175.1,27706175.1,27706175.1,27706175.1,63517327.42,63517327.42,63517327.42,63517327.42,63517327.42,36054514.95,36054514.95,36054514.95,36054514.95,36054514.95,36054514.95,36054514.95,36054514.95,80366881.98,80366881.98,80366881.98,80366881.98,34212956.64,34212956.64,34212956.64,34212956.64,34212956.64,34212956.64,34212956.64,80047194.42,80047194.42,80047194.42,80047194.42,80047194.42,32143996.4,32143996.4,32143996.4,32143996.4,32143996.4,32143996.4,32143996.4,81216093.52,81216093.52,81216093.52,81216093.52,81216093.52,33640577.4,33640577.4,33640577.4,33640577.4,33640577.4,33640577.4,33640577.4,73150395.26,73150395.26,73150395.26,73150395.26,73150395.26,73150395.26,25988200.63,25988200.63,25988200.63,25988200.63,25988200.63,25988200.63,43731710.16,43731710.16,43731710.16,43731710.16,43731710.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000029.SZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000030.SZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51720444.3,51720444.3,51720444.3,51720444.3,51720444.3,51720444.3,51720444.3,113505982.1,113505982.1,113505982.1,113505982.1,113505982.1,55447865.35,55447865.35,55447865.35,55447865.35,55447865.35,55447865.35,55447865.35,124683085.0,124683085.0,124683085.0,124683085.0,124683085.0,48373620.42,48373620.42,48373620.42,48373620.42,48373620.42,48373620.42,48373620.42,116215805.8,116215805.8,116215805.8,116215805.8,116215805.8,116215805.8,54369871.01,54369871.01,54369871.01,54369871.01,54369871.01,54369871.01,125210910.3,125210910.3,125210910.3,125210910.3,125210910.3,69073664.83,69073664.83,69073664.83,69073664.83,69073664.83,69073664.83,69073664.83,162608021.3,162608021.3,162608021.3,162608021.3,162608021.3,96095571.6,96095571.6,96095571.6,96095571.6,96095571.6,96095571.6,96095571.6,213964694.6,213964694.6,213964694.6,213964694.6,213964694.6,103046882.7,103046882.7,103046882.7,103046882.7,103046882.7,103046882.7,103046882.7,213844136.6,,,,,,,,,,,,,,,,,
000031.SZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000032.SZ,445983.43,445983.43,445983.43,445983.43,949590.96,949590.96,949590.96,949590.96,949590.96,949590.96,614656.13,614656.13,614656.13,614656.13,614656.13,614656.13,614656.13,,,,,,2480538.2,2480538.2,2480538.2,2480538.2,2480538.2,2480538.2,3943227.67,3943227.67,3943227.67,3943227.67,3943227.67,1274910.45,1274910.45,1274910.45,1274910.45,1274910.45,1274910.45,1274910.45,1274910.45,39104320.41,39104320.41,39104320.41,39104320.41,12083231.14,12083231.14,12083231.14,12083231.14,12083231.14,12083231.14,12083231.14,26021103.49,26021103.49,26021103.49,26021103.49,26021103.49,12870830.38,12870830.38,12870830.38,12870830.38,12870830.38,12870830.38,12870830.38,28156418.1,28156418.1,28156418.1,28156418.1,28156418.1,9245663.25,9245663.25,9245663.25,9245663.25,9245663.25,9245663.25,9245663.25,39405961.08,39405961.08,39405961.08,39405961.08,39405961.08,39405961.08,14497766.56,14497766.56,14497766.56,14497766.56,14497766.56,14497766.56,32756689.21,32756689.21,32756689.21,32756689.21,32756689.21,12613905.38,12613905.38,12613905.38,12613905.38,12613905.38,12613905.38,12613905.38,29205576.39,29205576.39,29205576.39,29205576.39,29205576.39,14051067.97,14051067.97,14051067.97,14051067.97,14051067.97,14051067.97,14051067.97,32127211.5,32127211.5,32127211.5,32127211.5,32127211.5,8413790.59,8413790.59,8413790.59,8413790.59,8413790.59,8413790.59,8413790.59,25079207.34,,,,,,,,,,,,,,,,,
000034.SZ,,,,,,,,,,,,,,,,,,3978138.23,3978138.23,3978138.23,3978138.23,3978138.23,1490128.79,1490128.79,1490128.79,1490128.79,1490128.79,1490128.79,3017456.65,3017456.65,3017456.65,3017456.65,3017456.65,1278284.32,1278284.32,1278284.32,1278284.32,1278284.32,1278284.32,1278284.32,1278284.32,1977082.74,1977082.74,1977082.74,1977082.74,1791299.95,1791299.95,1791299.95,1791299.95,1791299.95,1791299.95,1791299.95,3478590.94,3478590.94,3478590.94,3478590.94,3478590.94,2155136.71,2155136.71,2155136.71,2155136.71,2155136.71,2155136.71,2155136.71,4980813.36,4980813.36,4980813.36,4980813.36,4980813.36,1952092.3,1952092.3,1952092.3,1952092.3,1952092.3,1952092.3,1952092.3,2606619.78,2606619.78,2606619.78,2606619.78,2606619.78,2606619.78,3945.85,3945.85,3945.85,3945.85,3945.85,3945.85,,,,,,46455709.15,46455709.15,46455709.15,46455709.15,46455709.15,46455709.15,46455709.15,99082135.85,99082135.85,99082135.85,99082135.85,99082135.85,43903555.65,43903555.65,43903555.65,43903555.65,43903555.65,43903555.65,43903555.65,116691899.0,116691899.0,116691899.0,116691899.0,116691899.0,45286150.26,45286150.26,45286150.26,45286150.26,45286150.26,45286150.26,45286150.26,147643269.2,,,,,,,,,,,,,,,,,
000035.SZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2971933.1,2971933.1,2971933.1,2971933.1,2971933.1,2971933.1,2971933.1,11996626.99,11996626.99,11996626.99,11996626.99,11996626.99,5391656.07,5391656.07,5391656.07,5391656.07,5391656.07,5391656.07,5391656.07,34119239.02,34119239.02,34119239.02,34119239.02,34119239.02,34119239.02,8313152.56,8313152.56,8313152.56,8313152.56,8313152.56,8313152.56,20475802.82,20475802.82,20475802.82,20475802.82,20475802.82,9837641.01,9837641.01,9837641.01,9837641.01,9837641.01,9837641.01,9837641.01,37850134.62,37850134.62,37850134.62,37850134.62,37850134.62,13250534.05,13250534.05,13250534.05,13250534.05,13250534.05,13250534.05,13250534.05,48302421.98,48302421.98,48302421.98,48302421.98,48302421.98,52103499.53,52103499.53,52103499.53,52103499.53,52103499.53,52103499.53,52103499.53,71244462.13,,,,,,,,,,,,,,,,,
000036.SZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000037.SZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
000038.SZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,8078871.84,8078871.84,8078871.84,8078871.84,8078871.84,3716928.36,3716928.36,3716928.36,3716928.36,3716928.36,3716928.36,3716928.36,7552784.21,7552784.21,7552784.21,7552784.21,7552784.21,2187586.37,2187586.37,2187586.37,2187586.37,2187586.37,2187586.37,2187586.37,7720025.93,7720025.93,7720025.93,7720025.93,7720025.93,1235014.63,1235014.63,1235014.63,1235014.63,1235014.63,1235014.63,1235014.63,1994900.25,,,,,,,,,,,,,,,,,
