stockid,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008
600529.SH,,,,42727,,,,,,,,
600530.SH,,,,,,,,,,,,
600531.SH,,,,42724,,,,,,,,
600532.SH,,,,,42248,,,41250,,,,
600533.SH,,,,,,,,,,,,39639
600535.SH,,,,,42091,,,,,40533,,
600536.SH,,,,,,,41632,,,,39995,
600537.SH,,,,,42021,,,,40877,,,
600538.SH,,,,,,41794,,,,,,
600539.SH,,,,,,,,,,,,
600540.SH,,,,,,41995,,,,,,
600543.SH,,,,,,,,,,,,39631
600545.SH,,,42985,,,,,,,,39924,
600546.SH,,,,,,,,,40880,,40172,
600547.SH,,,,42663,,,,,,,,39473
600548.SH,,,,,,,,,,,,
600549.SH,,,,,,41986,,,,,,
600550.SH,,43315,,,42005,,,,,,,
600551.SH,,,,,,,,,,40358,,39778
600552.SH,,,,,42354,,41372,,,,,
600555.SH,,,,,,,,,,,,
600556.SH,,,,,,,,,,,,
600557.SH,,,,,,41997,,,,,,
600558.SH,,,,,,41712,,,,,,
600559.SH,43511,43194,,,42350,,,,,,,
600560.SH,,,,,,,,,,,,
600561.SH,,,,,,,41382,,,,,
600562.SH,,,,42548,,,41458,,,,,
600563.SH,,,,,,,,,,,,
600565.SH,,,,,,41893,,,,,,
600566.SH,,,,42504,,41683,41639,,,,,
600567.SH,,,,42562,,,41607,,40669,,,
600568.SH,,,,42584,42018,,,,,,40032,
600569.SH,43617,,,,,,,,,,,39540
600570.SH,,,,,,,,,,,,
600571.SH,,,,,42273,,,,,,,
600572.SH,,43112,,,42110,,,41270,,40485,,
600573.SH,,,,,,,,,,,,
600575.SH,,,,42553,,41852,,41015,,40508,,
600576.SH,,,,,42321,,,,,,,
600577.SH,,,,,,41865,,,40732,,,
600578.SH,,,42836,,,,41366,41270,,40543,,
600579.SH,43582,,,42623,,,41636,,,,,
600580.SH,,,,42392,,,41509,,,40312,,
600581.SH,,,,,,,,,,,,
600582.SH,,,,,42034,,,,,,,
600583.SH,,,,,,,41558,,,,,39813
600584.SH,,43344,42906,,42334,41912,,,,,,
600585.SH,,,,,,,,,,,,39582
600586.SH,,,,,,,,,40619,,,
600587.SH,,,,,42069,41969,41636,,,,,
600588.SH,,,,,42241,,,,,,,
600589.SH,,,,42418,,,,,,,40030,
600590.SH,,,,42427,42194,,,41062,,,,
600592.SH,,,,,,,41387,,,,,
600593.SH,,,,,,,,,,,,
600594.SH,,,,,,41660,,,,,,
600595.SH,,43140,,,,,41594,,,,,
600596.SH,,,,,,,,,,,40036,
600597.SH,,,,,,,,41157,,,,
600598.SH,,,,,,,,,,,,
600599.SH,,,,,,,41557,,,,,
600600.SH,,,,,,,,,,,,
600601.SH,,,,,,,,,,,,
600602.SH,,,42998,,42354,,,,,,,
600603.SH,,,42853,42734,,,,,,,,
600604.SH,,,,42613,42238,,,,,,,
600605.SH,,,,,,,,,,,,
600606.SH,,,,,42188,,,,,,,
600608.SH,,,,,,,,,,,,
600609.SH,,,,,,,,,,,,
600610.SH,,,,,,,,,,,,
600611.SH,,,,,,,,,,,,
600612.SH,,,,,,,,,,40459,,
600613.SH,,,,,,,41464,,,,,
600614.SH,,,,,42357,41935,,,,,,39679
600615.SH,,,,,,,,,,,,
600616.SH,,,,,,41709,,,,,,
600617.SH,,,,,42342,41664,41633,,,,,
600618.SH,,,,,,,,,,,,
600619.SH,,,,,42314,,,41117,,,,
600620.SH,,,,,,,,,,,,
600621.SH,,,42872,,,,,,,,,
600622.SH,,,,42405,,,,,,,,
600623.SH,,,,,42346,,,,,,,
600624.SH,,,,,,41846,,,,,,
600626.SH,,43461,,,,,,,,,,
600628.SH,,,,42636,,,,,,,,
600629.SH,,,42812,,42262,,,,,40471,,39480
600630.SH,,,,,,,,,,,,
600633.SH,,,,42725,,,41388,,40795,,,
600634.SH,,,,,,41650,41633,,,,,
600635.SH,,,,,,,,,,,,
600636.SH,,,,,42199,,,,,,,
600637.SH,,,,,42171,,,,40894,,,
600638.SH,,,,,,,,,,,,
600639.SH,,,,,42231,,,,,,,
600640.SH,,,42805,,,,,41047,,,,
600641.SH,,,,,,,,,,,,
600642.SH,43644,,,,,,,,,40464,,
600643.SH,,43130,,,,,,41067,,,,
600644.SH,,,,,,41923,,,,,,
600645.SH,43673,43342,,,42031,,41618,,,,,
600647.SH,,,,,,,,,,,,
600648.SH,,,,,,41754,,,,,,39808
600649.SH,,,,,,,,,,,,39668
600650.SH,,,,,,,,,,,,
600651.SH,,,,,42010,,,,,,,
600652.SH,,,,,,41949,,,,,,
600653.SH,,,,42460,,,,,,,,
600654.SH,,,,,42031,,,,,,,
600655.SH,,43294,,,,,,,,,,
600657.SH,,43309,,,,,,,,,,39812
600658.SH,,,,42616,,,,,,,40164,
600660.SH,,,,,,,,,,,,
600661.SH,,,42910,,,41979,,,,,,
600662.SH,,,,,,,,,40696,,,
600663.SH,,,,,,,,,,,,
600664.SH,,,,,,,,40920,,,,
600665.SH,,,,,,,,,,,,
600666.SH,,,,,42167,,,,,,,
600667.SH,,,42755,42696,,,,,,,40005,
600668.SH,,,,,,,,,,,,
600671.SH,,,,,,,,,,,,
600673.SH,,43314,,,,41731,,,,,,
600674.SH,,,,,,,,40975,,,40164,
600675.SH,,43438,,,,,,,,,,
600676.SH,,,,42686,,,,40970,,,,
600677.SH,,,,,42346,,41612,,,,,
600678.SH,,,,,,,,,,,,
600679.SH,,,,,42348,,,,,,,
600681.SH,,,43061,42461,,,,,,,,
600682.SH,43659,43329,42903,,42335,,,,,,,
600683.SH,,,,,,,,,,,39914,
600684.SH,,,,,,,,,,,,
600685.SH,,,,,42104,,,,,,,
600686.SH,,,,,42132,,,,,,,
600687.SH,,,,42376,,,41586,,,,,
600688.SH,,,,,,,,,,,,
600689.SH,,,,,,,,,,,,
600690.SH,,,,,,41842,,,,,,
600691.SH,43468,,,,,,,41211,,,,
600692.SH,,,,,,,,,,,,
600693.SH,,,,,42096,,,,,,,
600694.SH,,,,,,,,,,,,
600695.SH,,,,,,,,41159,,,,
600696.SH,,,,,,,,,,,,
600697.SH,,,,,,,,,,,,
600698.SH,43775,,,,,,,,,,,
600699.SH,,,42741,,42256,,41381,41269,40899,,,
600701.SH,,,,42691,,,,,,,,
600702.SH,,,,,,,,,,,,
600703.SH,,,,,42354,41669,,,,40466,40086,39626
600704.SH,43782,,,,42315,41859,,,,,40046,
600705.SH,,,,,42354,41718,,41060,,,,
600706.SH,,,,,,,,41096,,,,
600707.SH,,,43025,,,,,,,40389,,
600708.SH,,,,,42329,,,,,,,
600710.SH,,,,42691,,,,,40698,,,
600711.SH,43649,43335,,,,41808,41285,,,40542,,
600712.SH,,,,,,,,,40829,,,
600713.SH,,43137,,,,41978,,,,40290,,
600714.SH,,,,,42123,,,,,,40122,
600715.SH,,,42914,,42236,,,,,,,
600716.SH,,,,42390,,,,,,40186,,
600717.SH,,,,,,,,,,,,39541
600718.SH,,,,,,,,,,,,
600719.SH,,,,,,,,,,,,
600720.SH,,,,,,,,,,,39990,
600721.SH,,,42745,42642,,,,,,40478,,39461
600722.SH,,,,,,,,41164,,,,
600723.SH,,,,,,,,,40712,,,
600724.SH,,,,,,,,,,,39925,
600725.SH,,,,,,,,,,,40119,
600726.SH,,,,,,,,,,,40163,
600727.SH,,,,,,,,,,,,
600728.SH,,,42777,42707,,,41634,41106,,,,
600729.SH,,,,,,,41625,,,40543,,
600730.SH,,,,,,,,,,,,
600731.SH,,43133,,,,,41635,,,,,
600732.SH,43735,,,,,,,,,,,
600733.SH,43496,43337,,,,,,,,,,
600734.SH,,,42776,42734,,,,,,,,
600735.SH,,,,,,,,41243,,,,
600736.SH,,,,,42152,,,,,,,
600737.SH,43566,,,,,,41405,,,,,39562
600738.SH,,,42908,,,,41355,,,,,
600739.SH,,,,,42087,41829,,,,,,
600740.SH,43494,43193,,,,,41327,,,,,
600741.SH,,,,42388,,,,,,,39903,
600742.SH,,,,,,,,,,,,
600743.SH,,,,,,,,,,,,39685
600744.SH,,,,,42277,,,,,,,
600745.SH,43817,,,,42368,41901,,,,,,39584
600746.SH,,,,,,,,,,,,
600748.SH,,,,42396,,,,,,,,39535
600749.SH,,43166,,,,,,,40663,,,
600750.SH,,,,,,,,,,40543,,
600751.SH,,,,,,42004,,,,,,
600753.SH,,,,,,,,,,,,
600754.SH,,,,42587,,41979,,,,,,
600755.SH,,,,,,,,,,,,
600756.SH,,,,42423,,,,,,,,
600757.SH,,,,,,,41528,40938,,,,
600758.SH,,,,,42356,,,,,,,
600759.SH,,,,,,41996,,,,,,
600760.SH,,,43092,,,,,,,40464,,
600761.SH,,,,,,,,,,,,
600763.SH,,,,,,,,,,,,
600764.SH,43819,,43032,,,,,,,,,
600765.SH,43819,,,,,,,,,,39900,
600766.SH,,,,,,,,,,,,
600767.SH,,,,,,,,,,,,
600768.SH,,,,,,,,,,,,
600769.SH,,,,,,,,,,,,
600770.SH,,,,,,41778,,,40647,,40166,
600771.SH,,,,42727,42215,,,,,,,
600773.SH,,43165,,,,41961,,,,,40177,
600774.SH,,,,,,,,,,,,
600775.SH,,,,,,,41457,,,,,
600776.SH,,,,,,,,,,,,
600777.SH,,,42971,42508,42328,,,,,,,
600778.SH,,,,,,,,,,,,
600779.SH,,,,,,,,,,,,
600780.SH,,,,,,,,,40718,,,
600781.SH,,,43098,,,,,,,,,
600782.SH,,,43056,,,,,,,,,
600783.SH,,,,,,,,,,40194,,
600784.SH,,,,,,41696,,,,,,
600785.SH,,,,,,41698,,,,,,
600787.SH,,,,,42349,,41284,,,,40157,
600789.SH,,43201,,,,,,,,,,
600790.SH,,,,,,,,41177,,,,
600791.SH,,,,,,,,,,,,
600792.SH,,,,,,,41594,,40835,,,
600793.SH,43596,,,,,,,,,,,
600794.SH,,,,42602,,41909,41286,,,,,
600795.SH,,,,,,,41284,,,40527,,
600796.SH,,,,,,,,,,,,
600797.SH,,,42993,,42368,,,,,,,
600798.SH,,43452,,,,,,,,,,39457
600800.SH,,,,,,,,,,,,
600801.SH,,,,,,,,,40857,,,39496
600802.SH,,,,,,,,,,,,
600803.SH,,,,,,41643,41464,,40554,,,
600804.SH,,,,,,,,,,40193,,
600805.SH,,,,,,,,,,,,
600807.SH,,,,,42259,41856,,,,,,
600808.SH,,,,,,,,,,,,
600809.SH,,,,,,,,,,,,
600810.SH,,,,,,,,,,,,
600811.SH,,,,42517,,,,,,,,
600812.SH,,,,,,41740,,41201,,,,
600814.SH,,,,,,41913,,,,,,
600815.SH,,,,,,,,41262,,,,
600816.SH,,,,42733,42189,,,,,,,
600817.SH,,,,,,,,,,,,
600818.SH,,,,,,,,,,,,
600819.SH,,,,,,41649,,,,,,
600820.SH,,,,,,,,41089,,,,
600821.SH,,,,,,,,,,,,
600822.SH,,,,,,,,,,,40131,
600823.SH,,,,,42367,,,,,,39951,
600824.SH,,,,,,,,,,,,
600825.SH,,,,,,,,,,,,39479
600826.SH,,,,,,,,,,,,
600827.SH,,,,42537,,,,,40795,,,
600828.SH,,,,42430,,,,,,,,
600829.SH,,,,,,,,,,,,
600830.SH,,,,,,,,,,,,39497
600831.SH,,,,42615,,,,,,,,
600833.SH,,,,,,,,,,,,
600834.SH,,,,,,,,,,,,
600835.SH,,,,,,,,,,,,
600836.SH,,,,,42166,,,,,,,
600837.SH,,,,,,,,,,,,
600838.SH,,,,,,,,,,,,
600839.SH,,,,,,,,,,,,
600841.SH,,,,,,,,40991,,,,
600843.SH,,,,,,41732,,,,,,
600844.SH,,,,42616,,,,,,,39942,
600845.SH,,,,,42300,41709,,,,,,
600846.SH,,,,,,,,,,,39959,
600847.SH,,,,,,,41562,,,,,
600848.SH,43803,,42776,,42298,,,,,,,
600850.SH,,,,,,,,41138,,,,
600851.SH,,,,,,,,,,,,
600853.SH,,43190,,,,,,,,,,
600854.SH,,,,,,,,,,,,
600855.SH,43825,43239,,,,,,40915,,,,
600856.SH,,,42956,,42125,,,,,,,
600857.SH,,,,,,,,,,,,
600858.SH,,,,,,,,,,40243,,
600859.SH,,43112,,42627,,,,,40844,,,
600860.SH,,,,,,,,,,,,
600861.SH,,,,,,,,,,,,
600862.SH,,,,,42356,,,,,40322,,
600863.SH,,,,,,,,40989,,,,
600864.SH,,,,42654,,,,,,,,
600865.SH,,,,,,,,,,,,
600866.SH,43582,,,,,41996,,,40659,,,
600867.SH,,,,42586,,,,,,,,
600868.SH,,,,,,,,,,,,
600869.SH,,,,42563,,,,,40873,40459,,
600870.SH,,,,,,,,41243,,,,
600871.SH,,43127,,,42068,,,,,,,
600872.SH,,,,,,,,,,,,
600873.SH,,,,,,,41367,,40548,,,
600874.SH,,,,,,,,,,,,
600875.SH,,43265,,,,,,,,,40150,39770
600876.SH,,43210,,42404,42369,,,,,,,
600877.SH,43651,,,,,,,,,,,
600879.SH,,,42790,42668,,,,,,,,
600880.SH,,,,,,,41578,,,,,
600881.SH,,,42910,,42125,,,,,,,
600882.SH,,,,,,,,41144,,,,
600883.SH,,,,,,,,,,,,
600884.SH,,,,42427,,,,,,,,
600885.SH,,,,,,41646,,41208,,,,
600886.SH,,,,,,,,,40850,,40152,
600887.SH,,,,,,,41286,,,,,
600888.SH,43655,,,,,,,,40729,,,39478
600889.SH,,43201,,,,,,,,,,
600890.SH,,,,,,,,,,,,
600891.SH,,,,,42329,,,,,,,
600892.SH,,,,42378,,,,,,,,
600893.SH,,,43007,,,41822,,,,40184,,39769
600894.SH,,,,,,41788,,41094,,,,
600895.SH,,,,,,,,,,,,
600896.SH,,,,42446,,,,,,,,
600897.SH,,,,,,,,,,,,
600898.SH,,,,,,,,,,,,
600900.SH,,,,42475,,,,,,,40130,
600901.SH,,,,,,,,,,,,
600903.SH,,,,,,,,,,,,
600908.SH,,,,,,,,,,,,
600909.SH,,,,,,,,,,,,
600917.SH,,,,,,,,,,,,
600918.SH,,,,,,,,,,,,
600919.SH,,,,,,,,,,,,
600926.SH,,,,,,,,,,,,
600928.SH,,,,,,,,,,,,
600929.SH,,,,,,,,,,,,
600933.SH,,,,,,,,,,,,
600936.SH,,,,,,,,,,,,
600939.SH,,,,,,,,,,,,
600958.SH,,,43099,,,,,,,,,
600959.SH,43645,43449,,,,,,,,,,
600960.SH,,,42739,42724,,41755,,,,,,
600961.SH,,,,,,,,,,,,
600962.SH,,,,,,,,,,,,39641
600963.SH,,,42874,,,,,41263,,,,
600965.SH,,,,,42210,,41622,,,,,
600966.SH,,,,,,,,,,,,
600967.SH,,,42776,,,,,41262,,,,39606
600968.SH,,,,,,,,,,,,
600969.SH,,,,,,41928,,,,,,
600970.SH,,,,,42333,,,,,,39914,
600971.SH,,,,,,,,,,40486,40172,
600973.SH,,,,42398,,,,,40613,,,
600975.SH,,,,,42116,,,,,,,
600976.SH,,,,,,,,,,,,
600977.SH,,,,,,,,,,,,
600978.SH,,,,,,,,,,40485,,
600979.SH,,,,42489,,,41303,,,40442,,
600980.SH,,,,,42314,,,,,,,
600981.SH,,,,,42343,,,,,,,
600982.SH,43645,,,,,41823,,,,,,
600983.SH,,,,,,41937,,,,,,
600984.SH,,,,,42328,,41446,,,,,
600985.SH,43535,43330,42850,,,,,41247,,,,
600986.SH,,,42854,,42250,,,,,,,
600987.SH,,43459,,,,,,,,,,
600988.SH,43783,,,,42084,,,41268,,,,
600989.SH,,,,,,,,,,,,
600990.SH,,,42882,,,,41416,,,,,
600992.SH,,,,,,,41625,,,,,
600993.SH,,,,,,,,,,,,
600995.SH,,,,,,,,,,,,
600996.SH,,,,,,,,,,,,
600997.SH,,,42777,,,,,,,,,39770
600998.SH,,,43068,,,41716,,,,,,
600999.SH,,,,,,41788,,,,,,
601000.SH,,,,42724,42153,,,,40780,,,
601001.SH,,,,,,,,,,,,
601002.SH,,,,,,,41487,,,,,
601003.SH,,,,,,,,,,,,
601005.SH,,,,,,,41632,,,,,
601006.SH,,,,,,,,,,40471,,
601007.SH,,,,,,,,,,,,
601008.SH,43790,,,,,41646,,,40628,,,
601009.SH,,,,,42179,,,,,,,
601010.SH,,,,,,,,,,,,
601011.SH,,,42987,,42045,,,,,,,
601012.SH,,,,42623,42181,,,,,,,
601015.SH,,,43039,,,,,,,,,
601016.SH,,,,42370,,,,,,,,
601018.SH,,,,42607,,,,,,,,
601019.SH,,,,,,,,,,,,
601020.SH,,,,,,,,,,,,
601021.SH,,43145,,,,,,,,,,
601028.SH,,,,,,41965,,,,,,
601038.SH,,,,,,,,,,,,
601058.SH,,,43064,,,41971,,,,,,
601066.SH,,,,,,,,,,,,
601068.SH,,,,,,,,,,,,
601069.SH,,,,,,,,,,,,
601077.SH,,,,,,,,,,,,
601086.SH,,,,,,,,,,,,
601088.SH,,,,,,,,,,,,
601098.SH,,,,,,,,,,,,
601099.SH,,,,,,41752,,,,,,
601100.SH,,,,,,,,,,,,
601101.SH,,,,,,,,,,,,
601106.SH,,,43036,,,,,,,,,
601107.SH,,,,,,,,,,,,
601108.SH,,,,,,,,,,,,
601111.SH,,,42808,,,,41306,,,40507,,
601113.SH,43495,43230,,,42266,,,,,,,
601116.SH,,43344,,,,,,,,,,
601117.SH,,,,,,,,,,,,
601118.SH,,43145,,,,,,,,,,
601126.SH,,,,,,,,,,,,
601127.SH,,,,,,,,,,,,
601128.SH,,,,,,,,,,,,
601137.SH,43622,,,42600,,,,,,,,
601138.SH,,,,,,,,,,,,
601139.SH,,,,,,,,,40891,,,
601155.SH,,,,,,,,,,,,
601158.SH,,,,,,,,,,,,
601162.SH,,,,,,,,,,,,
601163.SH,,,,,,,,,,,,
601166.SH,,,42836,,,,41283,,,,,
601168.SH,,,,,,,,,,,,
601169.SH,,,43099,,,,,40996,,,,
601177.SH,,,,,,,,,,,,
601179.SH,,,,,,,41514,,,,,
601186.SH,,,,,42203,,,,,,,
601188.SH,,,,,,,41594,,,,,
601198.SH,,,,42661,,,,,,,,
601199.SH,,,,,,,,,,,,
601200.SH,,,,,,,,,,,,
601208.SH,,,,,,,,,,,,
601211.SH,,,,,,,,,,,,
601212.SH,43637,,,,,,,,,,,
601216.SH,,,,42378,,,,,,,,
601218.SH,,,,,,,,,,,,
601222.SH,,,,42502,42143,,,,,,,
601225.SH,,,,,,,,,,,,
601226.SH,,,,,,,,,,,,
601228.SH,,,,,,,,,,,,
601229.SH,,,,,,,,,,,,
601231.SH,,,,,,41964,,,,,,
601233.SH,,,43070,42535,,,,,,,,
601236.SH,,,,,,,,,,,,
601238.SH,,,43059,,,,,,,,,
601258.SH,,,,,,41962,,,,,,
601288.SH,,43285,,,,,,,,,,
601298.SH,,,,,,,,,,,,
601311.SH,,,,,,,,,,,,
601318.SH,,,,,,,,,,,,
601319.SH,,,,,,,,,,,,
601326.SH,,,,,,,,,,,,
601328.SH,,,,,,,,41146,,,,
601330.SH,,,,,,,,,,,,
601333.SH,,,,,,,,,,,,
601336.SH,,,,,,,,,,,,
601339.SH,,,,,,,,,,,,
601360.SH,,43159,,,,,,,,,,
601366.SH,,,,,,,,,,,,
601368.SH,43671,,,,,,,,,,,
601369.SH,,,,,,,,,,,,
601375.SH,,,,,,,,,,,,
601377.SH,,,,,,,41404,,,,,
601388.SH,,,,,,,,,,,,
601390.SH,43732,,,,42201,,,,,,,
601398.SH,,,,,,,,,,,,
601500.SH,43551,,,,,,,,,,,
601512.SH,,,,,,,,,,,,
601515.SH,,,,,,,,,,,,
601518.SH,,43251,,,,,,,,,,
601519.SH,,,,,,,,,,,,
601555.SH,,,,42391,,41858,,,,,,
601558.SH,,,,,,,,,,,,
601566.SH,,,,,,,,,,,,
601567.SH,,,,42530,42097,,,,,,,
601577.SH,,,,,,,,,,,,
601579.SH,,,,42621,,,,,,,,
601588.SH,,,,,,,,,,,,
601595.SH,,,,,,,,,,,,
601598.SH,,,,,,,,,,,,
601599.SH,,,,42434,,41968,,,,,,
601600.SH,43523,,,,42172,,,,,,,
601601.SH,,,,,,,,,,,,
601606.SH,,,,,,,,,,,,
601607.SH,,,,,,,,,,40221,,
601608.SH,,,,42376,42354,,,,,,,
601609.SH,,,,,,,,,,,,
601611.SH,,,,,,,,,,,,
601615.SH,,,,,,,,,,,,
601616.SH,,,,,,,,,,,,
601618.SH,,,42746,,,,,,,,,
601619.SH,43818,,,,,,,,,,,
601628.SH,,,,,,,,,,,,
601633.SH,,,,,,,,,,,,
601636.SH,,,,,42097,41757,,,,,,
601658.SH,,,,,,,,,,,,
601666.SH,,,,,,,,,,,,
601668.SH,,,,,,,,,,,,
601669.SH,,,42846,,42179,,,,,,,
601677.SH,,,43082,,42343,,,,,,,
601678.SH,,,,,,,,,,,,
601688.SH,,43316,,,,,,,,,,
601689.SH,,,42881,,,,,,,,,
601696.SH,,,,,,,,,,,,
601698.SH,,,,,,,,,,,,
601699.SH,,,,,,,,,,,,
601700.SH,,,,,,,,,,,,
601717.SH,,,42819,,,,,,,,,
601718.SH,,,42851,,,,,,,,,
601727.SH,,,43047,42614,,,,,,40316,,
601766.SH,,,42754,,,,,40985,,,,
601777.SH,,,,,42037,,,,,,,
601778.SH,,,,,,,,,,,,
601788.SH,,,,,42250,,,,,,,
601789.SH,,,,,,,41429,41268,,,,
601798.SH,,,,,,,,,,,,
601799.SH,,,,42600,,,,,,,,
601800.SH,,,,,,,,,,,,
601801.SH,,,,42619,,,,,,,,
601808.SH,,,,,,,,,,,,
601811.SH,,,,,,,,,,,,
601816.SH,,,,,,,,,,,,
601818.SH,,,,,,,,,,,,
601828.SH,,,,,,,,,,,,
601838.SH,,,,,,,,,,,,
601857.SH,,,,,,,,,,,,
601858.SH,,,,,,,,,,,,
601860.SH,,,,,,,,,,,,
601865.SH,,,,,,,,,,,,
601866.SH,,,,,,,,,,,,
601869.SH,,,,,,,,,,,,
601872.SH,,43302,,,42231,,,40978,,,,
601877.SH,,,42791,42734,,,,,,,,
601878.SH,,,,,,,,,,,,
601880.SH,,,,,,,,,,,,
601881.SH,,,,,,,,,,,,
601882.SH,,,,,,,,,,,,
601886.SH,,,,,,41655,,,,,,
601888.SH,,,,,,,41472,,,,,
601890.SH,,,,,,,,,,,,
601898.SH,,,,,,,,,,,,
601899.SH,43782,,42895,,,,,,,,,
601900.SH,,,43025,,,,,,,,,
601901.SH,,,,,,41863,,,,,,
601908.SH,,,,,42339,,,,,,,
601916.SH,,,,,,,,,,,,
601918.SH,,,,,,,,,,,,
601919.SH,43491,,,,,,,,,,,
601928.SH,,,,,,,,,,,,
601929.SH,,,,,,,,,,,,
601933.SH,,,,42593,42101,,41522,,,,,
601939.SH,,,,,,,,,,,,
601949.SH,,,,,,,,,,,,
601952.SH,,,,,,,,,,,,
601958.SH,,,,,,,,,,,,
601965.SH,,,,,,,,,,,,
601966.SH,,,,,,,,,,,,
601968.SH,,,,,,,,,,,,
601969.SH,,,42777,,,,,,,,,
601975.SH,,,,,,,,,,,,
601985.SH,,,,,,,,,,,,
601988.SH,,,,,,,,,,,,
601989.SH,,43162,42880,,,41664,,,40592,,,
601990.SH,,,,,,,,,,,,
601991.SH,,43187,,,,,,,40695,40262,,
601992.SH,,,,,42346,41726,,,,,,
601996.SH,,43355,,,,,,,,,,
601997.SH,,,,,,,,,,,,
601998.SH,,,,42391,,,,,,,,
601999.SH,,,,,,,,,,,,
603000.SH,,,,,,,,,,,,
603001.SH,,,,,,,,,,,,
603002.SH,,,,,,,,,,,,
603003.SH,,,,42641,,,,,,,,
603005.SH,,,,,,,,,,,,
603006.SH,,,,,42357,,,,,,,
603007.SH,,,,,,,,,,,,
603008.SH,,,,42657,,,,,,,,
603009.SH,,43223,,42552,,,,,,,,
603010.SH,,,,,42355,,,,,,,
603011.SH,,,,42640,,,,,,,,
603012.SH,,,,,,,,,,,,
603013.SH,,,,,,,,,,,,
603015.SH,,,,,,,,,,,,
603016.SH,,,,,,,,,,,,
603017.SH,,,,42614,,,,,,,,
603018.SH,,,,,,,,,,,,
603019.SH,,,,42551,,,,,,,,
603020.SH,,,,,,,,,,,,
603021.SH,,,,42553,,,,,,,,
603022.SH,,,,,,,,,,,,
603023.SH,,,,,,,,,,,,
603025.SH,,,43098,,,,,,,,,
603026.SH,,,,,,,,,,,,
603027.SH,,,,,,,,,,,,
603028.SH,,,,,,,,,,,,
603029.SH,,,,,,,,,,,,
603030.SH,,,,42636,,,,,,,,
603031.SH,,,,,,,,,,,,
603032.SH,,,,,,,,,,,,
603033.SH,43494,,,,,,,,,,,
603035.SH,,,,,,,,,,,,
603036.SH,,,,,,,,,,,,
603037.SH,,,,,,,,,,,,
603038.SH,,,,,,,,,,,,
603039.SH,,,,,,,,,,,,
603040.SH,,,,,,,,,,,,
603041.SH,,,,,,,,,,,,
603042.SH,,,,,,,,,,,,
603043.SH,,,,,,,,,,,,
603045.SH,,,,,,,,,,,,
603050.SH,,,,,,,,,,,,
603053.SH,,,,,,,,,,,,
603055.SH,,,,,,,,,,,,
603056.SH,,,,,,,,,,,,
603058.SH,,,,,,,,,,,,
603059.SH,,,,,,,,,,,,
603060.SH,,,,,,,,,,,,
603063.SH,,,,,,,,,,,,
603066.SH,,,,,,,,,,,,
603067.SH,,,,,,,,,,,,
603068.SH,,,,,,,,,,,,
603069.SH,,,,,,,,,,,,
603076.SH,,,,,,,,,,,,
603077.SH,,,,42657,42143,41751,,,,,,
603078.SH,,,,,,,,,,,,
603079.SH,,,,,,,,,,,,
603080.SH,,,,,,,,,,,,
603081.SH,,,,,,,,,,,,
603083.SH,,,,,,,,,,,,
603085.SH,,,,42636,,,,,,,,
603086.SH,,,,,,,,,,,,
603088.SH,,,,,,,,,,,,
603089.SH,,,,,,,,,,,,
603090.SH,,,,,,,,,,,,
603093.SH,,,,,,,,,,,,
603095.SH,,,,,,,,,,,,
603096.SH,,,,,,,,,,,,
603098.SH,,,,,,,,,,,,
603099.SH,,,,,,,,,,,,
603100.SH,,,,,,,,,,,,
603101.SH,,,,,,,,,,,,
603103.SH,,,,,,,,,,,,
603105.SH,,,,,,,,,,,,
603106.SH,,,,,,,,,,,,
603108.SH,,,,42693,,,,,,,,
603109.SH,,,,,,,,,,,,
603110.SH,,,,,,,,,,,,
603111.SH,,43161,43077,,,,,,,,,
603113.SH,,,,,,,,,,,,
603115.SH,,,,,,,,,,,,
603116.SH,,,,,,,,,,,,
603117.SH,,,,42621,,,,,,,,
603118.SH,,,,42543,,,,,,,,
603121.SH,,,,,,,,,,,,
603123.SH,,,,,,41977,,,,,,
603126.SH,,,,,,,,,,,,
603127.SH,,,,,,,,,,,,
603128.SH,,,,42570,,,,,,,,
603129.SH,,,,,,,,,,,,
603131.SH,43580,43462,,,,,,,,,,
603133.SH,,,,,,,,,,,,
603136.SH,,,,,,,,,,,,
603138.SH,,,,,,,,,,,,
603139.SH,,,,,,,,,,,,
603156.SH,,,,,,,,,,,,
603157.SH,,,,,,,,,,,,
603158.SH,,,,,,,,,,,,
603159.SH,,,,,,,,,,,,
603160.SH,,,,,,,,,,,,
603161.SH,,,,,,,,,,,,
603165.SH,,,,,,,,,,,,
603166.SH,,,,,42368,,,,,,,
603167.SH,,,,,,,,,,,,
603168.SH,,,,42721,,,,,,,,
603169.SH,,,43090,42376,,,,,,,,
603177.SH,,,,,,,,,,,,
603178.SH,,,,,,,,,,,,
603179.SH,,,,,,,,,,,,
603180.SH,,,,,,,,,,,,
603181.SH,,,,,,,,,,,,
603183.SH,43812,,,,,,,,,,,
603185.SH,,,,,,,,,,,,
603186.SH,,,,,,,,,,,,
603187.SH,,,,,,,,,,,,
603188.SH,,,,,,,,,,,,
603189.SH,,,,,,,,,,,,
603192.SH,,,,,,,,,,,,
603195.SH,,,,,,,,,,,,
603196.SH,,,,,,,,,,,,
603197.SH,,,,,,,,,,,,
603198.SH,,,,,,,,,,,,
603199.SH,,,,,,,,,,,,
603200.SH,,,,,,,,,,,,
