stockid,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008
601800.SH,,,,,,,,,,,,
601801.SH,,,,1.0,,,,,,,,
601808.SH,,,,,,,,,,,,
601811.SH,,,,,,,,,,,,
601816.SH,,,,,,,,,,,,
601818.SH,,,,,,,,,,,,
601828.SH,,,,,,,,,,,,
601838.SH,,,,,,,,,,,,
601857.SH,,,,,,,,,,,,
601858.SH,,,,,,,,,,,,
601860.SH,,,,,,,,,,,,
601865.SH,,,,,,,,,,,,
601866.SH,,,,,,,,,,,,
601869.SH,,,,,,,,,,,,
601872.SH,,1.0,,,1.0,,,1.0,,,,
601877.SH,,,1.0,1.0,,,,,,,,
601878.SH,,,,,,,,,,,,
601880.SH,,,,,,,,,,,,
601881.SH,,,,,,,,,,,,
601882.SH,,,,,,,,,,,,
601886.SH,,,,,,1.0,,,,,,
601888.SH,,,,,,,1.0,,,,,
601890.SH,,,,,,,,,,,,
601898.SH,,,,,,,,,,,,
601899.SH,1.0,,1.0,,,,,,,,,
601900.SH,,,1.0,,,,,,,,,
601901.SH,,,,,,1.0,,,,,,
601908.SH,,,,,1.0,,,,,,,
601916.SH,,,,,,,,,,,,
601918.SH,,,,,,,,,,,,
601919.SH,1.0,,,,,,,,,,,
601928.SH,,,,,,,,,,,,
601929.SH,,,,,,,,,,,,
601933.SH,,,,1.0,1.0,,1.0,,,,,
601939.SH,,,,,,,,,,,,
601949.SH,,,,,,,,,,,,
601952.SH,,,,,,,,,,,,
601958.SH,,,,,,,,,,,,
601965.SH,,,,,,,,,,,,
601966.SH,,,,,,,,,,,,
601968.SH,,,,,,,,,,,,
601969.SH,,,1.0,,,,,,,,,
601975.SH,,,,,,,,,,,,
601985.SH,,,,,,,,,,,,
601988.SH,,,,,,,,,,,,
601989.SH,,1.0,1.0,,,1.0,,,1.0,,,
601990.SH,,,,,,,,,,,,
601991.SH,,1.0,,,,,,,1.0,1.0,,
601992.SH,,,,,1.0,1.0,,,,,,
601996.SH,,1.0,,,,,,,,,,
601997.SH,,,,,,,,,,,,
601998.SH,,,,1.0,,,,,,,,
601999.SH,,,,,,,,,,,,
603000.SH,,,,,,,,,,,,
603001.SH,,,,,,,,,,,,
603002.SH,,,,,,,,,,,,
603003.SH,,,,1.0,,,,,,,,
603005.SH,,,,,,,,,,,,
603006.SH,,,,,1.0,,,,,,,
603007.SH,,,,,,,,,,,,
603008.SH,,,,1.0,,,,,,,,
603009.SH,,1.0,,1.0,,,,,,,,
603010.SH,,,,,1.0,,,,,,,
603011.SH,,,,1.0,,,,,,,,
603012.SH,,,,,,,,,,,,
603013.SH,,,,,,,,,,,,
603015.SH,,,,,,,,,,,,
603016.SH,,,,,,,,,,,,
603017.SH,,,,1.0,,,,,,,,
603018.SH,,,,,,,,,,,,
603019.SH,,,,1.0,,,,,,,,
603020.SH,,,,,,,,,,,,
603021.SH,,,,1.0,,,,,,,,
603022.SH,,,,,,,,,,,,
603023.SH,,,,,,,,,,,,
603025.SH,,,1.0,,,,,,,,,
603026.SH,,,,,,,,,,,,
603027.SH,,,,,,,,,,,,
603028.SH,,,,,,,,,,,,
603029.SH,,,,,,,,,,,,
603030.SH,,,,1.0,,,,,,,,
603031.SH,,,,,,,,,,,,
603032.SH,,,,,,,,,,,,
603033.SH,1.0,,,,,,,,,,,
603035.SH,,,,,,,,,,,,
603036.SH,,,,,,,,,,,,
603037.SH,,,,,,,,,,,,
603038.SH,,,,,,,,,,,,
603039.SH,,,,,,,,,,,,
603040.SH,,,,,,,,,,,,
603041.SH,,,,,,,,,,,,
603042.SH,,,,,,,,,,,,
603043.SH,,,,,,,,,,,,
603045.SH,,,,,,,,,,,,
603050.SH,,,,,,,,,,,,
603053.SH,,,,,,,,,,,,
603055.SH,,,,,,,,,,,,
603056.SH,,,,,,,,,,,,
603058.SH,,,,,,,,,,,,
603059.SH,,,,,,,,,,,,
603060.SH,,,,,,,,,,,,
603063.SH,,,,,,,,,,,,
603066.SH,,,,,,,,,,,,
603067.SH,,,,,,,,,,,,
603068.SH,,,,,,,,,,,,
603069.SH,,,,,,,,,,,,
603076.SH,,,,,,,,,,,,
603077.SH,,,,1.0,1.0,1.0,,,,,,
603078.SH,,,,,,,,,,,,
603079.SH,,,,,,,,,,,,
603080.SH,,,,,,,,,,,,
603081.SH,,,,,,,,,,,,
603083.SH,,,,,,,,,,,,
603085.SH,,,,1.0,,,,,,,,
603086.SH,,,,,,,,,,,,
603088.SH,,,,,,,,,,,,
603089.SH,,,,,,,,,,,,
603090.SH,,,,,,,,,,,,
603093.SH,,,,,,,,,,,,
603095.SH,,,,,,,,,,,,
603096.SH,,,,,,,,,,,,
603098.SH,,,,,,,,,,,,
603099.SH,,,,,,,,,,,,
603100.SH,,,,,,,,,,,,
603101.SH,,,,,,,,,,,,
603103.SH,,,,,,,,,,,,
603105.SH,,,,,,,,,,,,
603106.SH,,,,,,,,,,,,
603108.SH,,,,1.0,,,,,,,,
603109.SH,,,,,,,,,,,,
603110.SH,,,,,,,,,,,,
603111.SH,,1.0,1.0,,,,,,,,,
603113.SH,,,,,,,,,,,,
603115.SH,,,,,,,,,,,,
603116.SH,,,,,,,,,,,,
603117.SH,,,,1.0,,,,,,,,
603118.SH,,,,1.0,,,,,,,,
603121.SH,,,,,,,,,,,,
603123.SH,,,,,,1.0,,,,,,
603126.SH,,,,,,,,,,,,
603127.SH,,,,,,,,,,,,
603128.SH,,,,1.0,,,,,,,,
603129.SH,,,,,,,,,,,,
603131.SH,1.0,1.0,,,,,,,,,,
603133.SH,,,,,,,,,,,,
603136.SH,,,,,,,,,,,,
603138.SH,,,,,,,,,,,,
603139.SH,,,,,,,,,,,,
603156.SH,,,,,,,,,,,,
603157.SH,,,,,,,,,,,,
603158.SH,,,,,,,,,,,,
603159.SH,,,,,,,,,,,,
603160.SH,,,,,,,,,,,,
603161.SH,,,,,,,,,,,,
603165.SH,,,,,,,,,,,,
603166.SH,,,,,1.0,,,,,,,
603167.SH,,,,,,,,,,,,
603168.SH,,,,1.0,,,,,,,,
603169.SH,,,1.0,1.0,,,,,,,,
603177.SH,,,,,,,,,,,,
603178.SH,,,,,,,,,,,,
603179.SH,,,,,,,,,,,,
603180.SH,,,,,,,,,,,,
603181.SH,,,,,,,,,,,,
603183.SH,1.0,,,,,,,,,,,
603185.SH,,,,,,,,,,,,
603186.SH,,,,,,,,,,,,
603187.SH,,,,,,,,,,,,
603188.SH,,,,,,,,,,,,
603189.SH,,,,,,,,,,,,
603192.SH,,,,,,,,,,,,
603195.SH,,,,,,,,,,,,
603196.SH,,,,,,,,,,,,
603197.SH,,,,,,,,,,,,
603198.SH,,,,,,,,,,,,
603199.SH,,,,,,,,,,,,
603200.SH,,,,,,,,,,,,
603203.SH,,,,,,,,,,,,
603208.SH,,,,,,,,,,,,
603212.SH,,,,,,,,,,,,
603214.SH,,,,,,,,,,,,
603217.SH,,,,,,,,,,,,
603218.SH,,,,,,,,,,,,
603220.SH,,,,,,,,,,,,
603221.SH,,,,,,,,,,,,
603222.SH,,,,,,,,,,,,
603223.SH,,1.0,,,,,,,,,,
603225.SH,1.0,,,,,,,,,,,
603226.SH,,,,,,,,,,,,
603227.SH,,,,,,,,,,,,
603228.SH,,,,,,,,,,,,
603229.SH,,,,,,,,,,,,
603232.SH,,,,,,,,,,,,
603233.SH,,,,,,,,,,,,
603236.SH,,,,,,,,,,,,
603238.SH,,,,,,,,,,,,
603239.SH,,,,,,,,,,,,
603256.SH,,,,,,,,,,,,
603258.SH,,,,,,,,,,,,
603259.SH,,,,,,,,,,,,
603260.SH,,,,,,,,,,,,
603266.SH,,,,,,,,,,,,
603267.SH,,,,,,,,,,,,
603268.SH,,,,,,,,,,,,
603269.SH,,,,,,,,,,,,
603277.SH,,,,,,,,,,,,
603278.SH,,,,,,,,,,,,
603279.SH,,,,,,,,,,,,
603283.SH,1.0,,,,,,,,,,,
603286.SH,,,,,,,,,,,,
603288.SH,,,,,,,,,,,,
603289.SH,,,,,,,,,,,,
603290.SH,,,,,,,,,,,,
603297.SH,,,,,,,,,,,,
603298.SH,,,,,,,,,,,,
603299.SH,1.0,,,,,,,,,,,
603300.SH,,1.0,,,,,,,,,,
603301.SH,,,,,,,,,,,,
603303.SH,,,,,,,,,,,,
603305.SH,,,,,,,,,,,,
603306.SH,,,1.0,,,,,,,,,
603308.SH,1.0,,,1.0,,,,,,,,
603309.SH,,,,,,,,,,,,
603311.SH,,,,,,,,,,,,
603313.SH,,,,,,,,,,,,
603315.SH,1.0,,1.0,,,,,,,,,
603316.SH,,,,,,,,,,,,
603317.SH,,,,,,,,,,,,
603318.SH,,,1.0,,,,,,,,,
603319.SH,,,,,,,,,,,,
603320.SH,,,,,,,,,,,,
603321.SH,,,,,,,,,,,,
603322.SH,,,,,,,,,,,,
603323.SH,,,,,,,,,,,,
603326.SH,,,,,,,,,,,,
603327.SH,,,,,,,,,,,,
603328.SH,,,,,,,,,,,,
603329.SH,,,,,,,,,,,,
603330.SH,,,,,,,,,,,,
603331.SH,,,,,,,,,,,,
603332.SH,,,,,,,,,,,,
603333.SH,,,,,,,,,,,,
603335.SH,,,,,,,,,,,,
603336.SH,,,,,,,,,,,,
603337.SH,,,,,,,,,,,,
603338.SH,,,1.0,,,,,,,,,
603339.SH,,,,,,,,,,,,
603345.SH,,,,,,,,,,,,
603348.SH,,,,,,,,,,,,
603351.SH,,,,,,,,,,,,
603353.SH,,,,,,,,,,,,
603355.SH,,,,,,,,,,,,
603356.SH,,,,,,,,,,,,
603357.SH,,,,,,,,,,,,
603358.SH,,,,,,,,,,,,
603359.SH,,,,,,,,,,,,
603360.SH,,,,,,,,,,,,
603363.SH,,,,,,,,,,,,
603365.SH,,,,,,,,,,,,
603366.SH,,,,,,,,,,,,
603367.SH,,,,,,,,,,,,
603368.SH,,,,1.0,,,,,,,,
603369.SH,,,,,,,,,,,,
603377.SH,,,,,,,,,,,,
603378.SH,,,,,,,,,,,,
603379.SH,,,,,,,,,,,,
603380.SH,,,,,,,,,,,,
603383.SH,,,,,,,,,,,,
603385.SH,,,,,,,,,,,,
603386.SH,1.0,,,,,,,,,,,
603387.SH,,,,,,,,,,,,
603388.SH,,,,,,,,,,,,
603389.SH,,,,,,,,,,,,
603390.SH,,,,,,,,,,,,
603392.SH,,,,,,,,,,,,
603393.SH,,,,,,,,,,,,
603396.SH,,,,,,,,,,,,
603398.SH,,,,,,,,,,,,
603399.SH,,,,,1.0,,,,,,,
603416.SH,,,,,,,,,,,,
603421.SH,,,,,,,,,,,,
603429.SH,1.0,,,,,,,,,,,
603439.SH,,,,,,,,,,,,
603444.SH,,,,,,,,,,,,
603456.SH,,,,,1.0,,,,,,,
603458.SH,,,,,,,,,,,,
603466.SH,,,,,,,,,,,,
603477.SH,,,,,,,,,,,,
603486.SH,,,,,,,,,,,,
603488.SH,,,,,,,,,,,,
603489.SH,,,,,,,,,,,,
603496.SH,,,,,,,,,,,,
603499.SH,,,,,,,,,,,,
603500.SH,,,,,,,,,,,,
603501.SH,1.0,,,,,,,,,,,
603505.SH,,,,,,,,,,,,
603506.SH,,,,,,,,,,,,
603507.SH,,,,,,,,,,,,
603508.SH,1.0,,,,,,,,,,,
603515.SH,,,,,,,,,,,,
603516.SH,,,,,,,,,,,,
603517.SH,,,,,,,,,,,,
603518.SH,,1.0,,,,,,,,,,
603519.SH,,,,,,,,,,,,
603520.SH,,,,,,,,,,,,
603527.SH,,,,,,,,,,,,
603528.SH,,,,,,,,,,,,
603530.SH,,,,,,,,,,,,
603533.SH,,,,,,,,,,,,
603535.SH,,,,,,,,,,,,
603536.SH,,,,,,,,,,,,
603538.SH,,,,,,,,,,,,
603551.SH,,,,,,,,,,,,
603555.SH,,,,1.0,,,,,,,,
603556.SH,,,,,,,,,,,,
603557.SH,,,,,,,,,,,,
603558.SH,,,1.0,1.0,,,,,,,,
603559.SH,,1.0,,,,,,,,,,
603566.SH,,,,,,,,,,,,
603567.SH,,,,,,,,,,,,
603568.SH,,,,,,,,,,,,
603569.SH,,,,,,,,,,,,
603577.SH,1.0,,,,,,,,,,,
603578.SH,,,,,,,,,,,,
603579.SH,,,,,,,,,,,,
603580.SH,,,,,,,,,,,,
603583.SH,,,,,,,,,,,,
603585.SH,,,,,,,,,,,,
603586.SH,,,,,,,,,,,,
603587.SH,,,,,,,,,,,,
603588.SH,,,,,,,,,,,,
603589.SH,,,,,,,,,,,,
603590.SH,,,,,,,,,,,,
603595.SH,1.0,,,,,,,,,,,
603596.SH,,,,,,,,,,,,
603598.SH,,,,,,,,,,,,
603599.SH,,1.0,,,,,,,,,,
603600.SH,,1.0,,,,,,,,,,
603601.SH,,,,1.0,,,,,,,,
603602.SH,,,,,,,,,,,,
603603.SH,1.0,,,,,,,,,,,
603605.SH,,,,,,,,,,,,
603606.SH,,,1.0,,,,,,,,,
603607.SH,,,,,,,,,,,,
603608.SH,,,1.0,,,,,,,,,
603609.SH,1.0,,,,,,,,,,,
603610.SH,,,,,,,,,,,,
603611.SH,,,1.0,,,,,,,,,
603612.SH,,,,,,,,,,,,
603613.SH,,,,,,,,,,,,
603615.SH,,,,,,,,,,,,
603616.SH,,,,,,,,,,,,
603617.SH,,,,,,,,,,,,
603618.SH,,,,1.0,,,,,,,,
603619.SH,,,,,,,,,,,,
603626.SH,,,,,,,,,,,,
603628.SH,,,,,,,,,,,,
603629.SH,,,,,,,,,,,,
603630.SH,,,,,,,,,,,,
603633.SH,,,,,,,,,,,,
603636.SH,,,,,,,,,,,,
603637.SH,,,,,,,,,,,,
603638.SH,1.0,,,,,,,,,,,
603639.SH,,,,,,,,,,,,
603648.SH,,,,,,,,,,,,
603650.SH,,,,,,,,,,,,
603655.SH,,,,,,,,,,,,
603656.SH,,,,,,,,,,,,
603657.SH,,,,,,,,,,,,
603658.SH,,,,,,,,,,,,
603659.SH,,,,,,,,,,,,
603660.SH,,,,,,,,,,,,
603661.SH,,,,,,,,,,,,
603662.SH,,,,,,,,,,,,
603663.SH,,,,,,,,,,,,
603665.SH,,,,,,,,,,,,
603666.SH,,,,,,,,,,,,
603667.SH,1.0,,,,,,,,,,,
603668.SH,,,,,,,,,,,,
603669.SH,,,,,,,,,,,,
603676.SH,,,,,,,,,,,,
603677.SH,,,,,,,,,,,,
603678.SH,,,,1.0,,,,,,,,
603679.SH,,,,,,,,,,,,
603680.SH,,,,,,,,,,,,
603681.SH,,,,,,,,,,,,
603682.SH,,,,,,,,,,,,
603683.SH,,,,,,,,,,,,
603685.SH,,,,,,,,,,,,
603686.SH,,,1.0,,,,,,,,,
603687.SH,,,,,,,,,,,,
603688.SH,,,,,,,,,,,,
603689.SH,,,,,,,,,,,,
603690.SH,1.0,,,,,,,,,,,
603693.SH,,,,,,,,,,,,
603696.SH,,,,,,,,,,,,
603697.SH,,,,,,,,,,,,
603698.SH,,,,,,,,,,,,
603699.SH,,,,,,,,,,,,
603700.SH,,,,,,,,,,,,
603701.SH,,,,,,,,,,,,
603703.SH,,,,,,,,,,,,
603706.SH,,,,,,,,,,,,
603707.SH,,,,,,,,,,,,
603708.SH,,,,,,,,,,,,
603709.SH,,,,,,,,,,,,
603711.SH,,,,,,,,,,,,
603712.SH,,,,,,,,,,,,
603713.SH,,,,,,,,,,,,
603716.SH,,1.0,,,,,,,,,,
603717.SH,,,,,,,,,,,,
603718.SH,,,,,,,,,,,,
603719.SH,,,,,,,,,,,,
603721.SH,,,,,,,,,,,,
603722.SH,,,,,,,,,,,,
603725.SH,,,,,,,,,,,,
603726.SH,,,,,,,,,,,,
603727.SH,,,,,,,,,,,,
603728.SH,,,,,,,,,,,,
603729.SH,,,,,,,,,,,,
603730.SH,,,,,,,,,,,,
603733.SH,,,,,,,,,,,,
603737.SH,,,,,,,,,,,,
603738.SH,,,,,,,,,,,,
603739.SH,,,,,,,,,,,,
603755.SH,,,,,,,,,,,,
603757.SH,,,,,,,,,,,,
603758.SH,,,,,,,,,,,,
603766.SH,,,,,1.0,,,,,,,
603767.SH,,,,,,,,,,,,
603768.SH,,,,,,,,,,,,
603773.SH,,,,,,,,,,,,
603776.SH,,,,,,,,,,,,
603777.SH,,,,,,,,,,,,
603778.SH,,,,,,,,,,,,
603779.SH,,,1.0,,,,,,,,,
603786.SH,,,,,,,,,,,,
603787.SH,,,,,,,,,,,,
603788.SH,,,1.0,,,,,,,,,
603789.SH,,,,,,,,,,,,
603790.SH,,,,,,,,,,,,
603797.SH,,,,,,,,,,,,
603798.SH,,,,,,,,,,,,
603799.SH,,,,1.0,,,,,,,,
603800.SH,,,,,,,,,,,,
603801.SH,,,,,,,,,,,,
603803.SH,,,,,,,,,,,,
603806.SH,,,,,,,,,,,,
603808.SH,,,,,,,,,,,,
603809.SH,,,,,,,,,,,,
603810.SH,,,,,,,,,,,,
603811.SH,,,,,,,,,,,,
603813.SH,,,,,,,,,,,,
603815.SH,,,,,,,,,,,,
603816.SH,,,,,,,,,,,,
603817.SH,,,,,,,,,,,,
603818.SH,,,,,,,,,,,,
603819.SH,,,,,,,,,,,,
603822.SH,,,,,,,,,,,,
603823.SH,,,,,,,,,,,,
603825.SH,,,,,,,,,,,,
603826.SH,,,,,,,,,,,,
603828.SH,,,,,,,,,,,,
603829.SH,,,,,,,,,,,,
603833.SH,,,,,,,,,,,,
603838.SH,,,,,,,,,,,,
603839.SH,,,,,,,,,,,,
603843.SH,,,,,,,,,,,,
603848.SH,,,,,,,,,,,,
603855.SH,,,,,,,,,,,,
603856.SH,,,,,,,,,,,,
603858.SH,,,,,,,,,,,,
603859.SH,1.0,,,,,,,,,,,
603860.SH,,,,,,,,,,,,
603861.SH,,1.0,,,,,,,,,,
603863.SH,,,,,,,,,,,,
603866.SH,,,1.0,,,,,,,,,
603867.SH,,,,,,,,,,,,
603868.SH,,,,,,,,,,,,
603869.SH,,,,1.0,,,,,,,,
603871.SH,,,,,,,,,,,,
603876.SH,,,,,,,,,,,,
603877.SH,,,,,,,,,,,,
603878.SH,,,,,,,,,,,,
603879.SH,,,,,,,,,,,,
603880.SH,,,,,,,,,,,,
603881.SH,,,,,,,,,,,,
603882.SH,,,,,,,,,,,,
603883.SH,,,1.0,,,,,,,,,
603885.SH,1.0,,,1.0,,,,,,,,
603886.SH,,,,,,,,,,,,
603887.SH,1.0,,,,,,,,,,,
603888.SH,,,,,,,,,,,,
603889.SH,,,1.0,,,,,,,,,
603890.SH,,,,,,,,,,,,
603893.SH,,,,,,,,,,,,
603895.SH,,,,,,,,,,,,
603896.SH,,,,,,,,,,,,
603897.SH,,,,,,,,,,,,
603898.SH,,,1.0,,,,,,,,,
603899.SH,,,,,,,,,,,,
603900.SH,,,,,,,,,,,,
603901.SH,,1.0,,,,,,,,,,
603903.SH,,,,,,,,,,,,
603906.SH,,,,,,,,,,,,
603908.SH,,,,,,,,,,,,
603909.SH,,,,,,,,,,,,
603912.SH,,,,,,,,,,,,
603915.SH,,,,,,,,,,,,
603916.SH,,,,,,,,,,,,
603917.SH,,,,,,,,,,,,
603918.SH,,,,,,,,,,,,
603919.SH,1.0,,,,,,,,,,,
603920.SH,,,,,,,,,,,,
603922.SH,,,,,,,,,,,,
603926.SH,,,,,,,,,,,,
603927.SH,,,,,,,,,,,,
603928.SH,,,,,,,,,,,,
603929.SH,,,,,,,,,,,,
603933.SH,,,,,,,,,,,,
603936.SH,1.0,1.0,,,,,,,,,,
603937.SH,,,,,,,,,,,,
603938.SH,,,,,,,,,,,,
603939.SH,,1.0,,1.0,,,,,,,,
603948.SH,,,,,,,,,,,,
603949.SH,,,,,,,,,,,,
603950.SH,,,,,,,,,,,,
603955.SH,,,,,,,,,,,,
603956.SH,,,,,,,,,,,,
603958.SH,,,,,,,,,,,,
603959.SH,,,,,,,,,,,,
603960.SH,,,,,,,,,,,,
603963.SH,,,,,,,,,,,,
603966.SH,,,,,,,,,,,,
603967.SH,,,,,,,,,,,,
603968.SH,,,,,,,,,,,,
603969.SH,,,,,,,,,,,,
603970.SH,,,,,,,,,,,,
603976.SH,,,,,,,,,,,,
603977.SH,,1.0,,,,,,,,,,
603978.SH,,,,,,,,,,,,
603979.SH,,,,,,,,,,,,
603980.SH,,,,,,,,,,,,
603982.SH,,,,,,,,,,,,
603983.SH,,,,,,,,,,,,
603985.SH,,,,,,,,,,,,
603986.SH,1.0,,,,,,,,,,,
603987.SH,,,,,,,,,,,,
603988.SH,,,,,,,,,,,,
603989.SH,,,,,,,,,,,,
603990.SH,,,,,,,,,,,,
603991.SH,,,,,,,,,,,,
603992.SH,,,,,,,,,,,,
603993.SH,,,1.0,,,,,,,,,
603995.SH,,,,,,,,,,,,
603996.SH,,,,,,,,,,,,
603997.SH,1.0,,,,,,,,,,,
603998.SH,,,,,,,,,,,,
603999.SH,,,,,,,,,,,,
605001.SH,,,,,,,,,,,,
605168.SH,,,,,,,,,,,,
605288.SH,,,,,,,,,,,,
688001.SH,,,,,,,,,,,,
688002.SH,,,,,,,,,,,,
688003.SH,,,,,,,,,,,,
688005.SH,,,,,,,,,,,,
688006.SH,,,,,,,,,,,,
688007.SH,,,,,,,,,,,,
688008.SH,,,,,,,,,,,,
688009.SH,,,,,,,,,,,,
688010.SH,,,,,,,,,,,,
688011.SH,,,,,,,,,,,,
688012.SH,,,,,,,,,,,,
688015.SH,,,,,,,,,,,,
688016.SH,,,,,,,,,,,,
688018.SH,,,,,,,,,,,,
688019.SH,,,,,,,,,,,,
688020.SH,,,,,,,,,,,,
688021.SH,,,,,,,,,,,,
688022.SH,,,,,,,,,,,,
688023.SH,,,,,,,,,,,,
688025.SH,,,,,,,,,,,,
688026.SH,,,,,,,,,,,,
688028.SH,,,,,,,,,,,,
688029.SH,,,,,,,,,,,,
688030.SH,,,,,,,,,,,,
688033.SH,,,,,,,,,,,,
688036.SH,,,,,,,,,,,,
688037.SH,,,,,,,,,,,,
688039.SH,,,,,,,,,,,,
688051.SH,,,,,,,,,,,,
688058.SH,,,,,,,,,,,,
688066.SH,,,,,,,,,,,,
688068.SH,,,,,,,,,,,,
688078.SH,,,,,,,,,,,,
688080.SH,,,,,,,,,,,,
688081.SH,,,,,,,,,,,,
688085.SH,,,,,,,,,,,,
688086.SH,,,,,,,,,,,,
688088.SH,,,,,,,,,,,,
688089.SH,,,,,,,,,,,,
688090.SH,,,,,,,,,,,,
688096.SH,,,,,,,,,,,,
688098.SH,,,,,,,,,,,,
688099.SH,,,,,,,,,,,,
688100.SH,,,,,,,,,,,,
688101.SH,,,,,,,,,,,,
688108.SH,,,,,,,,,,,,
688111.SH,,,,,,,,,,,,
688116.SH,,,,,,,,,,,,
688118.SH,,,,,,,,,,,,
688122.SH,,,,,,,,,,,,
688123.SH,,,,,,,,,,,,
688126.SH,,,,,,,,,,,,
688128.SH,,,,,,,,,,,,
688138.SH,,,,,,,,,,,,
688139.SH,,,,,,,,,,,,
688158.SH,,,,,,,,,,,,
688159.SH,,,,,,,,,,,,
688166.SH,,,,,,,,,,,,
688168.SH,,,,,,,,,,,,
688169.SH,,,,,,,,,,,,
688177.SH,,,,,,,,,,,,
688178.SH,,,,,,,,,,,,
688181.SH,,,,,,,,,,,,
688186.SH,,,,,,,,,,,,
688188.SH,,,,,,,,,,,,
688189.SH,,,,,,,,,,,,
688196.SH,,,,,,,,,,,,
688198.SH,,,,,,,,,,,,
688199.SH,,,,,,,,,,,,
688200.SH,,,,,,,,,,,,
688202.SH,,,,,,,,,,,,
688208.SH,,,,,,,,,,,,
688218.SH,,,,,,,,,,,,
688222.SH,,,,,,,,,,,,
688228.SH,,,,,,,,,,,,
688233.SH,,,,,,,,,,,,
688258.SH,,,,,,,,,,,,
688266.SH,,,,,,,,,,,,
688268.SH,,,,,,,,,,,,
688278.SH,,,,,,,,,,,,
688288.SH,,,,,,,,,,,,
688298.SH,,,,,,,,,,,,
688299.SH,,,,,,,,,,,,
688300.SH,,,,,,,,,,,,
688310.SH,,,,,,,,,,,,
688318.SH,,,,,,,,,,,,
688321.SH,,,,,,,,,,,,
688333.SH,,,,,,,,,,,,
688357.SH,,,,,,,,,,,,
688358.SH,,,,,,,,,,,,
688360.SH,,,,,,,,,,,,
688363.SH,,,,,,,,,,,,
688365.SH,,,,,,,,,,,,
688366.SH,,,,,,,,,,,,
688368.SH,,,,,,,,,,,,
688369.SH,,,,,,,,,,,,
688388.SH,,,,,,,,,,,,
688389.SH,,,,,,,,,,,,
688396.SH,,,,,,,,,,,,
688398.SH,,,,,,,,,,,,
688399.SH,,,,,,,,,,,,
688466.SH,,,,,,,,,,,,
688516.SH,,,,,,,,,,,,
688566.SH,,,,,,,,,,,,
688588.SH,,,,,,,,,,,,
688598.SH,,,,,,,,,,,,
