,Sharp,RetYearly,STD,MDD,R2VaR,R2CVaR
0,0.6689782713511276,0.1714448152549739,0.2562786006617357,0.338727367358979,-0.07279532047800678,-1.2641730639028799
1,0.5006516590749003,0.12167270386654638,0.243028664064296,0.3822620206134243,-0.05969069219836513,-1.386486725868096
2,0.21330444508910568,0.08085713298084185,0.37906914198184966,0.4339989255658029,-0.04210494990819344,-1.5992936950270433
3,0.07992927609983382,0.04044977178179732,0.506069537415483,0.5936070289767235,-0.027106047682060597,-2.5146593680126395
