,0,1,2,3,4,5,6,7,8
20170731,1.5849600753721242,1.60511432571294,1.217090180881591,1.6491369078287172,1.6067846794651117,1.356925714028115,1.7110828991781735,1.7803292697583666,1.4190660687591923
20170831,1.6078775015522169,1.6391017000766086,1.2517286459298258,1.6547202055369827,1.6510183570125403,1.3820352268173095,1.708716154828723,1.7989035848491193,1.465633193030231
20170929,1.578827105381656,1.614697923564205,1.2638663135907993,1.622436966543376,1.6140761794800027,1.357706917619429,1.6628971970612214,1.7516835914601496,1.4295174141636608
20171031,1.5123670702808751,1.5134702988170303,1.1742843777199978,1.531215171070369,1.4892317244902378,1.2467613998078657,1.56045102776579,1.6139233946584899,1.3079978376042123
20171130,1.4982664248545665,1.492832047947066,1.1772437264760676,1.503140568974117,1.454973219510085,1.2287999893396298,1.5290761987422004,1.5779185722289568,1.2708928639901411
20171229,1.5102619863489517,1.4499263497405919,1.1229418158876678,1.4881144601404104,1.4141189687010622,1.165851184469045,1.5052078792433146,1.5228737981213805,1.2010415139395616
20180131,1.4396809866376494,1.3967002353881357,1.0926913469219672,1.4050505433122384,1.35900088515247,1.1188303879884698,1.4204962913607704,1.4389356211763433,1.1352806870831014
20180228,1.460234797643459,1.4691226214904503,1.176117129051101,1.4297369074252557,1.444415971282625,1.22110836297657,1.4637766666673067,1.5265677867025529,1.234989316022011
20180330,1.3910347139049033,1.4202000091950242,1.137726536843206,1.3607798801831872,1.379748734866774,1.1825847223936814,1.3944093401041189,1.4624783727224202,1.1899111075390434
20180427,1.3780360309598676,1.424209838786257,1.1558614305594317,1.3451002366525238,1.374901931426649,1.1662573866769126,1.3697190762522973,1.4593110761475265,1.1824428298862044
20180531,1.2456530598880173,1.2667234048196012,1.0778920300981274,1.1998953000623254,1.2212793495778849,1.0442855249157466,1.2147180815701053,1.2843820810901452,1.0566763436818416
20180629,1.2759795103598717,1.2800059950438072,1.0560987550062435,1.235529886910216,1.2360487586553166,1.0240076676943077,1.2435298304967113,1.2975850030978047,1.0197559549146047
20180731,1.1889175277146882,1.176073543140438,0.9719954493677795,1.159015142841507,1.1367970184007876,0.9292968604973246,1.1607974023788858,1.1797426706888396,0.9235204955285357
20180831,1.2028079485881127,1.162678352556875,0.958212992739982,1.176775922018664,1.1333961501842453,0.9093726651343875,1.1732705669061012,1.1801731491302543,0.8969426012307309
20180928,1.0857105242521616,1.0504108317174419,0.8577242521279094,1.0703297738660087,1.0268655289368211,0.8178258313314666,1.0666667331382786,1.0699585810635954,0.822475120915425
20181031,1.152740136863772,1.114981309126462,0.893932660422313,1.1411427322913463,1.0850949969642232,0.8598852741540576,1.1361596775048393,1.1440446125609975,0.8651564227958837
20181130,1.101457776053212,1.0663606827907965,0.859433706027944,1.0917889378460335,1.0491514510860875,0.8313119620074892,1.074605351005413,1.0944680110705622,0.8406946775030196
20181228,1.1129531491075773,1.052402950082435,0.8477450183685794,1.0779030184234963,1.0323731204901292,0.8021902509850838,1.052902087604355,1.05357089364529,0.786205690983129
20190131,1.3572137289776816,1.2663099650102325,1.0191564621892992,1.3163461152957525,1.2504359287593079,0.9850067394088897,1.293761449081268,1.2939058403055042,0.9692945906854028
20190228,1.485462852863686,1.4015618785193165,1.127470620466057,1.4612456428133762,1.3773515431126924,1.0875714080078656,1.4199059248947785,1.438933250308648,1.0726658224958152
20190329,1.4441001942895186,1.3711469585738085,1.0815280485092964,1.4113862233195933,1.3266101687754737,1.023427472990053,1.3787908202660277,1.3878341827985827,1.0175171597781316
20190430,1.3667755738057419,1.3115265907185762,1.0402232973028285,1.3390474458956838,1.2691851777896717,0.99060880036586,1.2959696602433797,1.3309613251818537,0.9868276378885238
20190531,1.3845031567077701,1.3243780764191035,1.0565442826683635,1.3486928609644486,1.2755245402068005,1.001488504748248,1.298169172900579,1.3327856095295307,0.9875228612678822
20190628,1.3651261149408351,1.309848270199788,1.051383762426455,1.3166358768854076,1.2439026624371123,0.9926565991610663,1.264977419348471,1.3085971969971644,0.9697861323368043
20190731,1.329195354548111,1.2831936434022357,1.0776455466039074,1.2715942013809782,1.2159959264351028,1.0037613944473203,1.2290101961520268,1.2840902202680644,0.9821732891839532
20190830,1.3390664936773025,1.310156151422385,1.1050400213234728,1.2803141010986927,1.2369786317246858,1.03059748258042,1.2381986738011859,1.3050695513063655,0.9989330463859972
20190930,1.3348988944239044,1.3103373612989608,1.105500296672894,1.2796206253356344,1.236986915698474,1.0307288544118824,1.231024357325702,1.292218289025752,0.9930735535380981
20191031,1.3224794409049219,1.2903267080798428,1.084828505828418,1.2556975005748503,1.2001931443303717,1.004373247184022,1.2093843326924065,1.2661576130371963,0.9652022858165032
20191129,1.4313176423514207,1.4112184446325486,1.1692612525736727,1.3379169684806476,1.299130619329798,1.0897235181782956,1.2976193101850906,1.3756908153187368,1.047120672849022
20191231,1.4267507654295024,1.4221456533651644,1.2083423675261549,1.2904973379547842,1.3006431242997452,1.1234921682641306,1.2705730681061929,1.3656514252401768,1.0729292314436303
20200123,1.4009427416756335,1.427017513082892,1.2462969774901789,1.2633413133080194,1.28632185469329,1.15423293307768,1.252563482928913,1.3464514629487534,1.078134226620527
20200228,1.3769480099286382,1.4043025005055494,1.172616213119946,1.255783014386917,1.2513766781749631,1.0939312634462113,1.2323494026023214,1.329000085620976,1.0156570037808008
20200331,1.3867303758408909,1.4387475113272505,1.2352458446067043,1.2564523568795671,1.2914474817053905,1.1485477515006284,1.2346005172070333,1.339971309945147,1.043081065947503
20200430,1.4110169884884614,1.4796292568449498,1.2822128517312497,1.276335200272855,1.3242885683449503,1.1916378433202737,1.2505320300007308,1.3738777100042445,1.0767174566845448
