,0,1,2,3
20091231,1.294537569742247,1.2452355849583507,1.358772358322734,1.6071174751999964
20100129,1.2616258940508445,1.2010651566549557,1.3233123984525097,1.5351696993090729
20100226,1.3312762498906296,1.2785999981393683,1.4075059448158502,1.6586097622803886
20100331,1.380932551207936,1.3159616079418852,1.4696818524322288,1.7306269855634717
20100430,1.3147571084857501,1.2306631945295934,1.3586264098137708,1.5618014718628368
20100531,1.2239614133770351,1.1187645483935806,1.2447450653343357,1.4349012716607419
20100630,1.1078337693559488,1.013641964062719,1.1198048631891508,1.307829331302861
20100730,1.2682988876760137,1.1757426889819909,1.3014323246681256,1.4985707491555817
20100831,1.3953926379155739,1.2762599557911074,1.4128583986887175,1.617209898250997
20100930,1.4083691999311634,1.3077406196857049,1.4093322256788963,1.6195953725175356
20101029,1.5502135492845737,1.4307225156410968,1.5385689814059984,1.7271961184146492
20101130,1.6022675299841818,1.4209091155741156,1.558481064351268,1.7479542134122106
20101231,1.5810875969345697,1.401362181158981,1.5270339833865967,1.69115967175455
20110131,1.4801551053904687,1.3476603119861732,1.4287868747721308,1.5909575164653245
20110228,1.6185684598424959,1.480803731505794,1.571227050448141,1.7384326499661693
20110331,1.564222183946684,1.4755334963566296,1.5599674232451266,1.7252478177001056
20110429,1.5283120607674123,1.447429105849207,1.4859380587204307,1.619276290177656
20110531,1.4202584305527555,1.3536482722478524,1.3630382153016427,1.4895495494430908
20110630,1.4729700562212162,1.3911053006532401,1.4196434221669891,1.5431384734579638
20110729,1.5081093941968196,1.4223926631962944,1.449321998006319,1.5596904059726246
20110831,1.4786039142692116,1.370372185135555,1.4078702598341848,1.5087645053504102
20110930,1.2981055749102517,1.2089337183042796,1.2326243048506067,1.325726883467223
20111031,1.3623808450499528,1.262352926042873,1.2796899142349407,1.3666876837388136
20111130,1.318446432420845,1.2035846746649466,1.2291007664668874,1.314171572245883
20111230,1.1321297234015242,1.0351155512374115,1.0497840656377968,1.0708751532095115
20120131,1.1209664326395785,1.0349539634392673,1.028307892990336,1.0654925384745155
20120229,1.2623302802117968,1.1595591219134354,1.1712996366958908,1.2151740574639636
20120330,1.1776349052004362,1.067297233656243,1.082562936954221,1.1038966511029922
20120427,1.2664319426209592,1.1436494316565677,1.1468130394552736,1.158629163417163
20120531,1.3074199633217949,1.1787489659338504,1.1592635671886515,1.1795512868100628
20120629,1.2559720291042917,1.1130644559456462,1.0855595016477877,1.0870198556846846
20120731,1.1677697400639502,1.0100919900627006,0.9819940331480308,0.9585139427372268
