,0,1,2,3
20091231,1.3244110631690704,1.2231569177047006,1.8687282319497123,2.3360616338420885
20100129,1.2058435653522162,1.1554873101469822,1.770468996257718,2.203018846363267
20100226,1.2366121537823074,1.2085027776632618,1.8096918509680935,2.8003805397555013
20100331,1.2690734954427931,1.2176054606850526,1.8643792827867889,2.840992368277605
20100430,1.1836077321131466,1.1539538852487803,1.7425929805737652,2.5734606331911234
20100531,1.114043088946842,1.0381300422493571,1.614820224178928,2.404099376308329
20100630,1.0164150818168622,0.9654365747792224,1.4786047968617342,2.2101600550056073
20100730,1.1589702027713071,1.077964582473168,1.7129717143573153,2.5373779646683583
20100831,1.256194567687161,1.1107319075009339,1.7723399830288808,2.7097989650579546
20100930,1.2989352483246632,1.1395808857318224,1.7873857683501164,2.74563319095682
20101029,1.4754424346797408,1.3035227988767983,2.0159865524147875,3.008092135987742
20101130,1.4800713737238362,1.265187794102791,2.0391944431987854,2.974287175213459
20101231,1.4873717846124943,1.2781066076788241,2.038605674145263,2.885958918589684
20110131,1.4525058738036032,1.2669175512552506,1.9352127539197874,2.7780816521455742
20110228,1.5463348034584714,1.3373038342784036,2.0965087160165266,3.046676007590574
20110331,1.5099548218740906,1.3558780665362504,2.064497415952508,3.0198354423387257
20110429,1.5002463371769013,1.3491293864314304,1.98628552182726,2.8238428533944653
20110531,1.4102662262847812,1.2655076044009854,1.8369704287650443,2.599214088695609
20110630,1.4655124400156052,1.3226210792854989,1.9177283788494268,2.6929609995885837
20110729,1.4766449389669025,1.3180400556249798,1.957507794136709,2.6818932354763714
20110831,1.433746414120128,1.2432989482748908,1.8903995098704904,2.555556631338284
20110930,1.275153593325257,1.1571973442693442,1.6612407199554107,2.2800611071706935
20111031,1.3353717255403195,1.1932830112348174,1.7192252116120283,2.3673114407721894
20111130,1.2866795973760305,1.1283680754868095,1.6596040502817637,2.248621493409523
20111230,1.2182442982060961,1.010896361300814,1.4749864018797272,1.9023258985741716
20120131,1.2561351325520165,1.0503340377301496,1.4640898892318508,1.9336172146023638
20120229,1.3687524803180926,1.1257833202265373,1.6383154080647728,2.176631610431666
20120330,1.2844063914055124,1.0460744768116368,1.5076247426633205,1.994125056814897
20120427,1.3669882871880552,1.1116819558342876,1.5903779580449058,2.1132764988049897
20120531,1.3822309960044463,1.1419399264313483,1.6155083363841618,2.132448646110237
20120629,1.3383409787650595,1.0607978412341859,1.5241941010550863,1.970445114330891
20120731,1.28527631409957,1.0084817896070395,1.4093742241493366,1.809156966180648
20120831,1.2453649924915153,0.9970672843877315,1.3971176944361632,1.7848389005886065
20120928,1.296076129413561,1.0257139978305965,1.4259759387590627,1.8209488688356423
20121031,1.2986697747205478,1.022658835512104,1.4077170103980634,1.8015391441211044
20121130,1.193859148537481,0.9657570597946655,1.2725164852367337,1.6513197928890173
20121231,1.36961404096981,1.1030058525402944,1.49513431128678,1.9306484815745428
20130131,1.436124403503631,1.1491857602025655,1.6088308328836156,2.012999350068151
20130228,1.4820004992542222,1.1523436202384862,1.658991100458063,2.0587466524624345
20130329,1.4442241948565224,1.1374850331064914,1.570128764587879,1.9740919500560983
20130426,1.4205522386093254,1.1058353800958363,1.5356127102278772,1.8866134103726533
20130531,1.5531024294359064,1.2055475979049215,1.7521153769924793,2.1325589632930972
20130628,1.36547691096793,1.0458178061677623,1.4929854941889302,1.7569111403261815
20130731,1.430159543164473,1.1089613566303314,1.5932471764868588,1.8409715604105588
20130830,1.5076937972506252,1.1649840628891492,1.7047499642228416,2.0075215497321457
20130930,1.596682570802848,1.2478898133385148,1.7878368416572263,2.1079670086507956
20131031,1.5811651409202991,1.2351859059747128,1.731801190860041,2.012042068328346
20131129,1.6834303919182505,1.2938124433238942,1.8440562522271986,2.1858231122586167
20131231,1.6480311653760915,1.2424391451426577,1.7741855394135655,2.0908071061269156
20140130,1.683091933948581,1.2197245125864025,1.8015124728070788,2.111013420703184
20140228,1.747921875993616,1.23141839113528,1.8333334257652119,2.20493959463629
20140331,1.7073205850167439,1.2131878745023523,1.7777117036053285,2.1328823523334592
20140430,1.7219052868191056,1.2046437457996737,1.7493897727897292,2.052868193543209
20140530,1.7418680123047883,1.2205352281715536,1.7957795597756774,2.1386512027607116
20140630,1.7976391069620463,1.2724036724913492,1.8453234574347244,2.2362151117400457
20140731,1.9307363580149046,1.3715632634796968,2.018721806001967,2.4291041168407546
20140829,1.9993335771094616,1.423752732395707,2.114312988880336,2.558869572301879
20140930,2.1558114565182986,1.5713158727944405,2.36248735861994,2.947537429275671
20141031,2.207956341166142,1.6014417120501154,2.392990775861137,2.990968762804221
20141128,2.3135334708697,1.7204282425600153,2.543539962024092,3.233463268066779
20141231,2.5159424613405683,1.8927469325577424,3.0438637890250906,3.453084206204011
20150130,2.718702985174499,1.9734132522093848,3.1825725731381804,3.67788662488439
20150227,2.9200092223035354,2.0590832271195314,3.4185665359994104,3.995984333789403
20150331,3.557160917847579,2.4692478607715422,4.01603014002263,4.74372838805021
20150430,4.320618881519679,3.0427518468188883,4.924994211123949,5.527972910966001
20150529,4.99848670772244,3.3895644598895727,6.06741152316385,6.841981803169535
20150630,4.665570353680369,3.1624765932452332,5.489640329385211,6.399370467903712
20150731,4.061260702728347,2.7190546477353683,4.728647007374175,5.1911754494873685
20150831,3.5154631048426435,2.3303126824011917,4.093441989722334,4.440680221005505
20150930,3.415998446201748,2.211874899897457,3.9489159812762655,4.198773306710509
20151030,4.009528282687557,2.5737317528661596,4.707012547361107,5.111800731716327
20151130,4.27908973509234,2.6398310520483332,5.096605011391067,5.393901501095285
20151231,4.495649366612018,2.761314152500527,5.36513514228346,5.627878649641718
20160129,3.3477374391495416,2.1188871559926854,3.864484738733423,4.086245380434992
20160229,3.305362464436768,2.0938627004527346,3.805302993914115,4.042743439703712
20160331,3.853621615188848,2.408328940312026,4.43000473572247,4.7501004953553885
20160429,3.82419893472939,2.361733090713704,4.312632466815711,4.677715858352235
20160531,3.84689068339653,2.3581692639139256,4.263047183484629,4.608194159057401
20160630,3.998532560869108,2.4727124242246616,4.414189455065988,4.807383520021209
20160729,4.111826840445517,2.539699991231956,4.404862234876099,4.811295227359785
20160831,4.278430078574333,2.6304773054323225,4.583337946653242,5.044724133863651
20160930,4.215296993523654,2.5848444263008705,4.513001837536724,4.968925055525396
20161031,4.388611522468909,2.6620334129244156,4.666809368223849,5.144695469900695
20161130,4.532456031180774,2.7982966124614954,4.8783009884181014,5.328182656526462
20161230,4.320519317738885,2.6395788655741135,4.728506537135283,5.000448729045867
20170126,4.326470400798585,2.669503748990265,4.775668680457462,4.884336198300432
20170228,4.4682990331098535,2.774534887124862,4.922216745920667,5.07093504900981
20170331,4.460347097062932,2.7845583854337654,4.911078542394509,4.9820671319779395
20170428,4.4288460371943446,2.749023646088568,4.808573674684411,4.6793078265422965
20170531,4.353542539216191,2.6878200175188796,4.626398580734261,4.329578528403862
20170630,4.582452890916518,2.826095344476497,4.892737912648429,4.5184766868399215
20170731,4.673119367001109,2.9141546420157107,4.920788356825847,4.41982148603953
20170831,4.816198199379577,3.001489605176485,5.040669523036643,4.579721258068797
20170929,4.934522784609234,3.0564453973969865,5.128255951560077,4.707381652605072
20171031,5.10306562534385,3.16681290829192,5.1466694831828965,4.601708596074819
20171130,5.004268330329369,3.083631371817648,4.884777113045731,4.349101760848109
20171229,5.050673307150942,3.1520250015217273,4.840698035659864,4.3040799758155925
20180131,5.2392467073836215,3.2661130395943974,4.8920582626969225,4.282316681074843
20180228,5.102555200240313,3.1438320139290634,4.680051195310111,4.085779183897247
20180330,5.1743648528367325,3.1584525287437146,4.691816459872471,4.224821753423725
20180427,5.067604573942579,3.0820932694228875,4.495018354986123,4.0075440131575135
20180531,5.327455608097701,3.159155113013796,4.4505769680396385,3.901830472304149
20180629,4.985323504039498,2.9348156225459054,4.038152039833255,3.4575022895040353
20180731,5.042076425420677,2.934906364050484,4.009729940652794,3.4733997663907417
20180831,4.780249472799702,2.7305337118943873,3.754022542454278,3.1940613459630165
20180928,4.857550126823459,2.839717550217746,3.8149167652102576,3.191515399789078
20181031,4.411241829612216,2.555135127365219,3.4427025241286335,2.845127158790655
20181130,4.460169127798808,2.632701097609885,3.5685021773519514,2.9953868169479305
20181228,4.297264928740275,2.568962696296707,3.4341614411451675,2.840776427223731
20190131,4.399679438477667,2.689943851402388,3.4737569022792836,2.780533312677262
20190228,5.173387893545984,3.1166093566403616,4.123027831007907,3.4901992421852914
20190329,5.610149501840701,3.4470511144483074,4.413912265784504,3.7725026163881465
20190430,5.581604643424306,3.4739312608183943,4.2885997372365825,3.5736080313336434
20190531,5.2934026563932886,3.295775745437087,4.044531931918968,3.375314428415868
20190628,5.562808355144738,3.3890681211779285,4.124105916063953,3.3758768215283315
20190731,5.644177418443865,3.3818838315696076,4.124004574544804,3.3564610077848935
20190830,5.737518530246908,3.5037863360802457,4.062202985479109,3.3060968686635097
20190930,5.778885100377469,3.5345405398167773,4.141944863746785,3.3393410028952
20191031,5.893587263488932,3.6278106991333443,4.090594834968697,3.2654143503759103
20191129,5.822802976676464,3.617862054395249,4.046562216402812,3.242918506832324
20191231,6.2658879415066755,3.8876095993512294,4.370021409014165,3.4944132814127733
20200123,6.340181750626826,3.9677329893300155,4.392427957609606,3.556909400722282
20200228,6.550780133643155,3.9903725441829683,4.343107677440871,3.6221113722737113
20200331,6.336386815878016,3.8086321163160015,4.039687862020398,3.4105722338095505
20200430,6.884545001917266,4.045025395111383,4.200482682771416,3.5307824237272065
